,sur_place,livraison,semaine,jour,year,month,date,time,icon,precipintensity,temperature,humidity,pressure,vrai,predict
13135,Sur place,,5,3,2019,5,24,1558706400,partly-cloudy-day,0.0,24.95,0.36,1013.26,0.0,-0.20800000000000002
5716,Livraison,KM,1,4,2018,3,5,1520276400,cloudy,0.0,10.38,0.7,991.51,0.0,-4.621936507936509
9008,Sur place,,3,2,2018,8,29,1535536800,partly-cloudy-day,0.15,25.92,0.56,1015.82,0.0,0.0
13387,Livraison,UberEats,1,2,2019,6,10,1560160800,rain,1.43,16.24,0.92,1014.05,0.0,0.0
3164,À emporter,,6,3,2017,8,26,1503756000,partly-cloudy-day,0.0,34.04,0.24,1013.67,0.0,0.8801904761904761
12488,À emporter,,5,4,2019,4,12,1555092000,clear-day,0.0,12.96,0.35,1016.9,0.0,-0.2895238095238095
9399,À emporter,,4,4,2018,9,20,1537466400,clear-night,0.0,28.1,0.32,1016.75,0.0,0.0
10272,Livraison,UberEats,3,3,2018,11,14,1542207600,partly-cloudy-day,0.0,15.51,0.73,1025.33,0.0,0.0
9890,Livraison,KM,6,4,2018,10,20,1540058400,clear-night,0.0,14.35,0.71,1026.04,0.0,-4.463031746031747
3986,Sur place,,2,4,2017,11,14,1510686000,partly-cloudy-night,0.0,4.22,0.79,1025.51,0.0,1.6416666666666666
13225,Limonade,,4,4,2019,5,30,1559239200,clear-day,0.0,21.45,0.51,1024.48,0.0,0.0
428,À emporter,,5,2,2017,2,3,1486119600,partly-cloudy-day,0.0,10.51,0.7,1009.14,14.0,10.605936507936509
6052,Livraison,UberEats,4,2,2018,3,22,1521716400,partly-cloudy-day,0.0,7.68,0.41,1022.38,0.0,0.0
1279,Sur place,,5,4,2017,3,31,1490983200,cloudy,0.0,18.4,0.36,1015.09,27.0,36.29249783549784
8032,À emporter,,7,4,2018,7,8,1531072800,clear-day,,27.83,0.35,,0.0,0.0
12857,Sur place,,1,3,2019,5,6,1557151200,clear-day,0.0,14.27,0.34,1019.37,0.0,0.0
4978,Sur place,,2,3,2018,1,23,1516719600,partly-cloudy-day,0.0,11.88,0.58,1028.0,0.0,0.0
12189,Livraison,Deliveroo,6,4,2019,3,23,1553367600,clear-night,0.0,15.29,0.43,1025.5,0.0,0.0
11879,Sur place,,5,4,2019,3,1,1551466800,cloudy,0.01,9.97,0.68,1022.83,0.0,-1.2269285714285716
3574,Sur place,,5,3,2017,10,13,1507903200,partly-cloudy-day,0.0,23.65,0.49,1025.08,0.0,1.9162929292929292
3786,Livraison,KM,1,2,2017,10,30,1509361200,partly-cloudy-day,0.0,10.93,0.6,1022.43,0.0,0.0
4265,À emporter,KM,2,4,2017,12,5,1512500400,cloudy,0.0,3.22,0.9,,0.0,1.214952380952381
1910,Livraison,Deliveroo,7,4,2017,5,14,1494784800,rain,0.36,18.12,0.65,1024.8,19.0,46.034880952380945
8196,À emporter,,2,4,2018,7,17,1531850400,clear-day,0.0,28.01,0.38,1016.56,0.0,0.0
12749,À emporter,,1,2,2019,4,29,1556532000,cloudy,0.01,10.22,0.69,1021.75,0.0,-1.6390238095238092
242,Livraison,Foodora,5,2,2017,1,20,1484910000,clear-day,0.0,-1.04,0.73,1031.3,2.0,14.893666666666666
11377,Limonade,,1,3,2019,1,28,1548687600,partly-cloudy-day,0.02,5.99,0.51,1007.26,0.0,0.0
10863,Livraison,UberEats,4,4,2018,12,20,1545332400,partly-cloudy-night,0.0,7.77,0.72,1025.41,0.0,0.0
2321,Sur place,,2,2,2017,6,13,1497348000,partly-cloudy-day,0.0,25.06,0.55,1016.14,50.0,26.362380952380946
5253,Livraison,Deliveroo,3,4,2018,2,7,1518030000,cloudy,0.0,0.29,0.78,1017.51,0.0,0.0
10240,Limonade,,1,3,2018,11,12,1542034800,partly-cloudy-day,0.0,19.21,0.61,1018.84,0.0,0.0
4359,Sur place,,1,2,2017,12,11,1512990000,rain,0.67,10.11,0.8,984.07,0.0,31.111952380952374
4622,À emporter,,3,2,2018,1,3,1514977200,partly-cloudy-day,0.0,15.88,0.53,1014.36,0.0,0.0
5791,Livraison,UberEats,5,4,2018,3,9,1520622000,cloudy,0.0,13.21,0.62,1009.35,0.0,0.0
13304,Livraison,UberEats,2,4,2019,6,4,1559671200,partly-cloudy-day,0.0,27.41,0.21,1008.35,0.0,0.0
5679,Livraison,Foodora,6,4,2018,3,3,1520103600,partly-cloudy-night,0.0,8.98,0.72,999.64,0.0,0.0
6159,Livraison,AlloResto,3,4,2018,3,28,1522260000,cloudy,0.0,13.97,0.68,1007.39,0.0,0.0
4745,Livraison,KM,3,2,2018,1,10,1515582000,cloudy,0.0,9.6,0.76,1013.47,0.0,-0.503
10807,Sur place,,7,4,2018,12,16,1544986800,partly-cloudy-night,0.01,6.3,0.87,1015.44,0.0,0.0
1289,À emporter,,6,4,2017,4,1,1491069600,partly-cloudy-day,0.0,10.53,0.81,1016.04,1.0,7.625463203463202
1656,À emporter,,4,2,2017,4,27,1493287200,cloudy,0.0,7.71,0.68,1016.6,12.0,4.089444444444444
7649,Limonade,,7,4,2018,6,17,1529258400,cloudy,,21.28,0.5,,0.0,0.0
2352,Livraison,KM CLICK & COLLECT,5,2,2017,6,16,1497607200,partly-cloudy-day,0.0,25.77,0.54,1022.04,3.0,5.731333333333334
1415,Livraison,AlloResto,1,4,2017,4,10,1491847200,partly-cloudy-day,0.0,22.29,0.41,1018.98,25.0,15.971095238095238
12361,Limonade,,3,4,2019,4,3,1554314400,rain,0.31,5.58,0.87,1002.99,0.0,0.0
7620,Livraison,Foodora,5,4,2018,6,15,1529085600,partly-cloudy-day,,23.27,0.5,,0.0,0.0
9769,À emporter,,5,4,2018,10,12,1539367200,partly-cloudy-night,0.0,21.36,0.6,1023.09,0.0,0.0
2344,Livraison,Foodora,4,3,2017,6,15,1497535200,partly-cloudy-day,0.0,31.74,0.42,1015.95,41.0,17.62630158730159
9732,,,3,4,2018,10,10,1539194400,cloudy,0.0,18.94,0.62,1013.01,-4.0,-5.806158730158731
10670,Limonade,,6,3,2018,12,8,1544281200,cloudy,0.04,9.75,0.69,1023.57,0.0,0.0
1199,Livraison,AlloResto,7,4,2017,3,26,1490551200,partly-cloudy-night,0.0,14.98,0.46,1018.72,23.0,14.49283333333333
9246,À emporter,,2,4,2018,9,11,1536688800,clear-night,0.0,28.93,0.27,1023.42,0.0,0.0
10607,À emporter,,2,3,2018,12,4,1543935600,partly-cloudy-day,0.02,14.59,0.62,1023.86,0.0,0.0
8511,Livraison,Deliveroo,5,4,2018,8,3,1533319200,partly-cloudy-day,0.0,34.82,0.35,1016.27,0.0,0.0
8005,À emporter,,6,2,2018,7,7,1530957600,partly-cloudy-day,,26.38,0.51,,0.0,0.0
11015,Livraison,UberEats,4,2,2019,1,3,1546513200,partly-cloudy-day,0.0,3.38,0.61,1035.18,0.0,0.0
1434,Sur place,,2,4,2017,4,11,1491933600,partly-cloudy-day,0.0,15.98,0.42,1022.26,26.0,23.072158730158733
4944,Limonade,,7,3,2018,1,21,1516546800,cloudy,0.0,8.3,0.89,1019.74,0.0,0.0
5263,Livraison,UberEats,4,2,2018,2,8,1518087600,cloudy,0.0,1.89,0.79,1020.22,0.0,0.0
8930,À emporter,,6,2,2018,8,25,1535191200,cloudy,0.0,18.54,0.52,1016.42,0.0,0.0
2641,Livraison,AlloResto,6,4,2017,7,8,1499536800,partly-cloudy-day,0.0,31.84,0.43,1012.01,26.0,16.59880952380952
486,Livraison,KM CLICK & COLLECT,2,3,2017,2,7,1486479600,cloudy,0.0,7.95,0.85,1017.54,0.0,7.4956587301587305
12631,Sur place,,7,3,2019,4,21,1555855200,partly-cloudy-day,0.0,22.12,0.35,1015.29,0.0,0.0
12020,Livraison,Deliveroo,1,3,2019,3,11,1552316400,partly-cloudy-day,0.18,10.25,0.44,1029.67,0.0,0.0
12236,Sur place,,3,2,2019,3,27,1553684400,clear-day,0.0,11.01,0.45,1027.06,0.0,-1.385952380952381
10169,Livraison,UberEats,3,4,2018,11,7,1541617200,rain,1.81,12.98,0.83,1016.37,0.0,0.0
7241,Limonade,,1,2,2018,5,28,1527501600,partly-cloudy-day,0.0,19.67,0.81,1016.59,0.0,0.0
4268,Livraison,KM,2,4,2017,12,5,1512500400,cloudy,0.0,3.22,0.9,,0.0,-6.895428571428573
9446,À emporter,,7,4,2018,9,23,1537725600,partly-cloudy-night,0.03,28.36,0.42,1018.59,0.0,0.0
2996,Sur place,,3,2,2017,8,9,1502272800,partly-cloudy-day,0.0,21.21,0.52,1016.79,0.0,5.768952380952381
11430,Sur place,,5,2,2019,2,1,1549018800,rain,0.74,6.3,0.86,989.64,-1.0,-0.03
9359,Livraison,Deliveroo,2,2,2018,9,18,1537264800,partly-cloudy-day,0.0,26.69,0.46,1018.36,0.0,0.0
6562,,,5,4,2018,4,20,1524247200,partly-cloudy-day,0.0,25.17,0.4,1019.27,-13.0,-5.467023809523808
1440,Livraison,KM LIVRAISON,3,3,2017,4,12,1492005600,partly-cloudy-day,0.0,20.48,0.32,1019.1,2.0,4.546333333333333
10276,Livraison,Deliveroo,3,4,2018,11,14,1542222000,partly-cloudy-night,0.0,10.54,0.9,1025.7,0.0,0.0
12759,Sur place,,1,4,2019,4,29,1556560800,cloudy,0.01,12.95,0.55,1020.16,0.0,-2.068388888888889
11234,À emporter,UberEats,5,4,2019,1,18,1547838000,partly-cloudy-night,0.0,1.22,0.76,1018.39,0.0,0.0
1591,Sur place,,6,3,2017,4,22,1492869600,clear-day,0.0,19.99,0.29,1021.93,5.0,6.910261904761905
8818,Livraison,UberEats,6,4,2018,8,18,1534615200,partly-cloudy-day,0.0,26.18,0.35,1020.55,0.0,0.0
6593,À emporter,,7,4,2018,4,22,1524420000,cloudy,0.0,24.0,0.3,1013.88,0.0,0.0
4213,Livraison,KM,5,4,2017,12,1,1512154800,partly-cloudy-night,0.0,0.86,0.79,1016.75,0.0,-14.052166666666665
825,Livraison,KM LIVRAISON,3,4,2017,3,1,1488394800,cloudy,0.0,10.6,0.6,1015.5,10.0,11.910238095238096
7479,Livraison,AlloResto,5,4,2018,6,8,1528480800,partly-cloudy-day,,23.27,0.64,,0.0,0.0
2600,Livraison,UberEats,3,3,2017,7,5,1499263200,partly-cloudy-day,0.0,33.24,0.25,1014.99,4.0,19.696702020202018
5509,Sur place,,3,4,2018,2,21,1519239600,cloudy,0.0,3.38,0.56,1013.8,0.0,0.0
12613,À emporter,Deliveroo,6,4,2019,4,20,1555783200,clear-day,0.0,21.97,0.34,1020.62,0.0,0.0
12606,Limonade,,6,2,2019,4,20,1555754400,partly-cloudy-day,0.0,21.02,0.36,1023.89,0.0,0.0
2965,À emporter,KM,6,4,2017,8,5,1501956000,partly-cloudy-day,0.0,26.45,0.57,1016.58,0.0,2.694031746031746
6059,Livraison,Foodora,4,4,2018,3,22,1521745200,cloudy,0.0,4.6,0.73,1019.47,0.0,0.0
10773,,,5,4,2018,12,14,1544814000,cloudy,0.0,0.22,0.75,1022.71,-8.0,-6.645071428571428
1936,Livraison,Foodora,2,3,2017,5,16,1494943200,clear-day,0.0,26.16,0.41,,4.0,3.2434285714285718
9025,Limonade,,4,2,2018,8,30,1535623200,cloudy,0.0,18.88,0.48,1021.75,0.0,-0.005
773,À emporter,,7,4,2017,2,26,1488135600,cloudy,0.0,9.41,0.57,1017.46,18.0,11.720698412698415
2304,Livraison,Foodora,1,2,2017,6,12,1497261600,clear-day,0.0,27.81,0.55,1017.49,10.0,4.844214285714285
4930,Livraison,UberEats,6,3,2018,1,20,1516460400,rain,0.21,6.0,0.88,1008.94,0.0,0.0
812,Sur place,,3,2,2017,3,1,1488366000,cloudy,0.0,9.72,0.54,1016.65,63.0,64.53293795093796
9665,,,6,3,2018,10,6,1538834400,cloudy,0.0,25.61,0.36,1011.2,-7.0,-0.08
3950,Limonade,,6,4,2017,11,11,1510426800,rain,0.31,9.83,0.9,1018.18,0.0,0.0
3203,À emporter,,4,4,2017,8,31,1504202400,rain,0.04,15.77,0.87,1020.99,0.0,0.6463809523809523
13669,À emporter,,6,3,2019,6,29,1561816800,clear-day,0.0,36.76,0.22,1014.76,0.0,-0.01
1446,Livraison,KM LIVRAISON,3,4,2017,4,12,1492020000,partly-cloudy-day,0.0,19.29,0.36,1017.06,11.0,20.445722222222223
11611,À emporter,,3,4,2019,2,13,1550084400,clear-night,0.0,2.48,0.88,1035.84,-8.0,-1.038095238095238
11505,Livraison,KM,3,4,2019,2,6,1549479600,partly-cloudy-night,0.0,3.03,0.8,1024.31,0.0,0.0
6688,Livraison,UberEats,5,4,2018,4,27,1524852000,partly-cloudy-day,0.0,22.12,0.45,1009.15,0.0,0.0
12628,Limonade,,7,3,2019,4,21,1555855200,partly-cloudy-day,0.0,22.12,0.35,1015.29,0.0,0.0
2626,Livraison,Deliveroo,5,3,2017,7,7,1499436000,partly-cloudy-day,0.0,35.27,0.28,1016.6,4.0,15.927333333333333
8824,Sur place,,7,3,2018,8,19,1534687200,clear-day,0.0,29.97,0.3,1020.35,0.0,0.0
4203,Limonade,,5,2,2017,12,1,1512126000,snow,0.03,1.5,0.76,1013.69,0.0,0.0
12306,Limonade,,7,4,2019,3,31,1554055200,clear-day,0.0,18.35,0.36,1016.28,0.0,0.0
3978,À emporter,,2,2,2017,11,14,1510657200,partly-cloudy-day,0.0,7.06,0.71,1023.92,0.0,0.8868333333333334
6338,Limonade,,6,3,2018,4,7,1523109600,cloudy,0.0,20.92,0.33,1010.03,0.0,0.0
1945,Sur place,,2,4,2017,5,16,1494957600,partly-cloudy-day,0.0,26.26,0.38,1022.92,28.0,17.01157142857143
12094,Limonade,,6,4,2019,3,16,1552762800,partly-cloudy-night,0.0,14.34,0.57,1014.84,0.0,0.0
1115,Livraison,AlloResto,2,2,2017,3,21,1490094000,partly-cloudy-day,0.0,15.08,0.55,1013.24,1.0,3.5990000000000015
11280,Livraison,KM,1,4,2019,1,21,1548097200,cloudy,0.0,1.33,0.86,1020.57,0.0,0.0
5129,Limonade,,3,4,2018,1,31,1517425200,cloudy,0.0,8.91,0.73,1013.34,0.0,0.0
9830,À emporter,,3,2,2018,10,17,1539770400,clear-day,0.0,18.84,0.56,1017.41,0.0,0.0
9927,Sur place,,2,2,2018,10,23,1540288800,partly-cloudy-day,0.0,12.47,0.66,1030.24,0.0,0.0
9450,Livraison,UberEats,7,4,2018,9,23,1537725600,partly-cloudy-night,0.03,28.36,0.42,1018.59,0.0,0.0
13703,À emporter,,1,4,2019,7,1,1562004000,rain,1.72,26.63,0.55,1016.9,0.0,-0.624
1522,À emporter,,2,2,2017,4,18,1492509600,partly-cloudy-day,0.0,11.57,0.36,1022.61,5.0,11.431825396825396
721,Livraison,AlloResto,4,2,2017,2,23,1487847600,partly-cloudy-day,0.0,15.06,0.54,1012.71,4.0,4.146357142857144
652,Livraison,UberEats,6,3,2017,2,18,1487430000,clear-day,0.0,11.41,0.58,1023.57,9.0,20.037349206349205
9663,Sur place,,6,2,2018,10,6,1538820000,cloudy,0.0,22.51,0.45,1014.7,0.0,0.0
8804,Livraison,AlloResto,6,3,2018,8,18,1534600800,partly-cloudy-day,0.0,27.25,0.35,1020.56,0.0,0.0
120,Sur place,,3,3,2017,1,11,1484146800,cloudy,0.0,6.58,0.7,1019.7,4.0,0.8193333333333334
11631,Sur place,,4,4,2019,2,14,1550170800,clear-night,0.0,8.43,0.57,1032.84,-8.0,-0.41528571428571426
1148,Livraison,UberEats,4,2,2017,3,23,1490266800,partly-cloudy-day,0.0,15.56,0.57,1008.09,1.0,3.4301904761904765
5152,Livraison,UberEats,4,4,2018,2,1,1517511600,cloudy,0.0,5.06,0.73,1008.86,0.0,0.0
2858,Livraison,AlloResto,1,4,2017,7,24,1500919200,partly-cloudy-day,0.0,20.73,0.53,1014.95,10.0,16.788190476190476
6064,Limonade,,5,2,2018,3,23,1521802800,cloudy,0.0,7.24,0.68,1010.77,0.0,0.0
10830,À emporter,,2,4,2018,12,18,1545159600,partly-cloudy-night,0.0,11.33,0.61,1020.66,0.0,0.0
184,Livraison,UberEats,1,2,2017,1,16,1484564400,partly-cloudy-day,0.0,1.99,0.81,1021.7,2.0,6.199484126984128
4646,À emporter,,4,3,2018,1,4,1515078000,cloudy,0.0,15.57,0.66,1011.63,0.0,0.0
11496,À emporter,,3,2,2019,2,6,1549450800,partly-cloudy-day,0.0,5.53,0.7,1027.71,0.0,-0.354
7049,Livraison,AlloResto,4,4,2018,5,17,1526580000,partly-cloudy-day,0.0,18.77,0.65,1016.91,0.0,0.0
1112,Sur place,,1,4,2017,3,20,1490036400,partly-cloudy-night,0.0,13.28,0.68,1014.23,26.0,15.265357142857145
4090,À emporter,,3,3,2017,11,22,1511362800,partly-cloudy-day,0.0,15.27,0.55,1012.86,0.0,1.4713888888888895
4158,À emporter,KM,2,2,2017,11,28,1511866800,cloudy,0.0,4.62,0.71,1014.95,0.0,0.46
11164,Livraison,Deliveroo,7,4,2019,1,13,1547406000,cloudy,0.2,7.83,0.91,1018.63,0.0,0.0
2765,À emporter,,2,2,2017,7,18,1500372000,clear-day,0.0,30.28,0.28,,5.0,8.255150793650794
13168,Limonade,,7,4,2019,5,26,1558893600,clear-day,0.0,22.71,0.4,1014.22,0.0,0.0
7561,Livraison,UberEats,2,4,2018,6,12,1528826400,cloudy,,18.16,0.79,,0.0,0.0
5745,À emporter,,3,3,2018,3,7,1520434800,partly-cloudy-day,0.0,11.6,0.53,1003.34,0.0,0.0
4551,Limonade,,2,3,2017,12,26,1514300400,partly-cloudy-day,0.0,10.7,0.54,1010.44,0.0,-0.24533333333333332
6513,Limonade,,2,4,2018,4,17,1523988000,partly-cloudy-day,0.0,21.12,0.45,1023.46,0.0,0.0
7934,Livraison,Deliveroo,2,4,2018,7,3,1530640800,partly-cloudy-day,,26.28,0.5,,0.0,0.0
10453,Limonade,,7,2,2018,11,25,1543143600,rain,0.59,6.65,0.91,1006.97,0.0,-0.00857142857142857
9078,,,6,4,2018,9,1,1535824800,clear-day,0.0,21.44,0.45,1020.71,-8.0,-1.3030000000000002
3292,Livraison,KM,2,2,2017,9,12,1505210400,partly-cloudy-day,0.0,17.13,0.56,1015.67,0.0,0.0
13142,Livraison,UberEats,5,4,2019,5,24,1558720800,cloudy,0.08,24.13,0.34,1012.95,0.0,0.0
1617,Sur place,,1,3,2017,4,24,1493042400,partly-cloudy-day,0.0,23.04,0.36,1012.29,0.0,2.6158412698412703
10250,Limonade,,2,2,2018,11,13,1542106800,cloudy,0.04,11.8,0.88,1028.78,0.0,0.0
5931,,,5,4,2018,3,16,1521226800,rain,0.92,8.79,0.82,1003.49,-14.0,-1.5134761904761904
9403,Sur place,,4,4,2018,9,20,1537466400,clear-night,0.0,28.1,0.32,1016.75,0.0,0.0
193,Livraison,UberEats,1,4,2017,1,16,1484593200,partly-cloudy-night,0.0,-0.1,0.69,1023.0,11.0,11.777968253968254
166,À emporter,,6,4,2017,1,14,1484420400,cloudy,0.0,0.86,0.76,1022.7,13.0,1.968357142857143
6834,Limonade,,6,4,2018,5,5,1525543200,partly-cloudy-day,0.0,22.9,0.53,1015.64,0.0,0.0
10456,Livraison,Deliveroo,7,3,2018,11,25,1543158000,rain,0.76,7.92,0.85,1005.56,0.0,0.0
5881,À emporter,,3,3,2018,3,14,1521039600,partly-cloudy-day,0.0,16.22,0.37,1005.01,0.0,0.0
6329,Sur place,,5,4,2018,4,6,1523037600,partly-cloudy-day,0.0,19.12,0.4,1011.75,0.0,0.0
10361,À emporter,,2,2,2018,11,20,1542711600,partly-cloudy-day,0.13,5.66,0.76,1002.75,0.0,0.0
6821,Livraison,AlloResto,6,2,2018,5,5,1525514400,partly-cloudy-day,0.0,20.03,0.57,1016.13,0.0,0.0
1873,Livraison,Foodora,5,2,2017,5,12,1494583200,cloudy,0.03,16.36,0.85,1005.01,35.0,7.891873015873014
9058,À emporter,,5,4,2018,8,31,1535738400,partly-cloudy-day,0.0,20.01,0.56,1020.0,0.0,0.0
13189,Limonade,,2,2,2019,5,28,1559037600,cloudy,0.04,15.63,0.66,1012.07,0.0,-0.192
6147,À emporter,UberEats,3,2,2018,3,28,1522231200,cloudy,0.0,12.5,0.8,1012.34,0.0,0.0
1400,Livraison,UberEats,6,4,2017,4,8,1491674400,clear-day,0.0,20.04,0.42,1020.07,38.0,35.943619047619045
6753,À emporter,,2,4,2018,5,1,1525197600,partly-cloudy-day,0.0,12.86,0.57,1012.94,0.0,0.0
9692,À emporter,,1,2,2018,10,8,1538992800,cloudy,0.02,15.81,0.8,1019.15,0.0,0.0
3298,Sur place,,2,4,2017,9,12,1505239200,partly-cloudy-night,0.0,17.46,0.51,1017.04,0.0,31.850347041847048
11209,Sur place,,3,4,2019,1,16,1547665200,partly-cloudy-night,0.0,9.93,0.57,1015.4,0.0,-6.215705627705627
5886,À emporter,,3,4,2018,3,14,1521054000,cloudy,0.0,13.19,0.43,1003.44,0.0,0.0
12758,Livraison,UberEats,1,4,2019,4,29,1556560800,cloudy,0.01,12.95,0.55,1020.16,0.0,0.0
5840,Livraison,Foodora,1,4,2018,3,12,1520881200,cloudy,0.0,10.1,0.7,1007.36,0.0,0.0
8000,Livraison,Deliveroo,5,4,2018,7,6,1530900000,partly-cloudy-day,,24.83,0.54,,0.0,0.0
2123,Livraison,KM LIVRAISON,1,4,2017,5,29,1496080800,cloudy,0.0,27.23,0.34,1013.09,23.0,19.257388888888887
12538,À emporter,,1,4,2019,4,15,1555351200,partly-cloudy-day,0.0,16.69,0.38,1014.62,0.0,-1.139047619047619
11628,Livraison,Deliveroo,4,4,2019,2,14,1550170800,clear-night,0.0,8.43,0.57,1032.84,0.0,0.0
3506,Limonade,,6,3,2017,10,7,1507384800,cloudy,0.0,16.82,0.51,1023.46,0.0,0.0
1290,À emporter,,6,4,2017,4,1,1491069600,partly-cloudy-day,0.0,10.53,0.81,1016.04,20.0,7.625463203463202
2466,Livraison,KM CLICK & COLLECT,6,4,2017,6,24,1498327200,cloudy,0.0,28.07,0.45,1014.9,3.0,4.2491666666666665
13156,Livraison,UberEats,6,4,2019,5,25,1558807200,partly-cloudy-day,0.06,20.28,0.54,1015.93,0.0,0.0
5508,Livraison,UberEats,3,4,2018,2,21,1519239600,cloudy,0.0,3.38,0.56,1013.8,0.0,0.0
1030,À emporter,,3,4,2017,3,15,1489604400,partly-cloudy-night,0.0,12.87,0.66,1027.53,9.0,4.637214285714286
1971,Livraison,KM LIVRAISON,4,4,2017,5,18,1495130400,cloudy,0.0,24.22,0.41,1009.01,9.0,17.47512121212121
4546,À emporter,,2,2,2017,12,26,1514286000,cloudy,0.0,9.9,0.64,1015.36,0.0,8.862976190476191
6801,À emporter,,5,2,2018,5,4,1525428000,cloudy,0.0,18.02,0.58,1012.56,0.0,0.0
7327,Sur place,,5,2,2018,6,1,1527847200,partly-cloudy-day,,21.84,0.61,,0.0,-0.011428571428571429
6476,Sur place,,6,4,2018,4,14,1523728800,cloudy,0.0,15.12,0.7,1018.3,0.0,0.0
94,Livraison,KM LIVRAISON,1,4,2017,1,9,1483988400,cloudy,0.0,1.45,0.8,1025.84,15.0,18.879714285714282
395,Livraison,UberEats,2,4,2017,1,31,1485889200,partly-cloudy-night,0.0,11.49,0.76,1017.33,2.0,16.242436507936507
13512,À emporter,KM,2,4,2019,6,18,1560880800,partly-cloudy-day,0.0,28.94,0.32,1011.87,0.0,-3.5317301587301584
1719,Sur place,,1,3,2017,5,1,1493647200,partly-cloudy-day,0.06,14.44,0.49,1015.99,0.0,2.094595238095238
509,Livraison,KM LIVRAISON,3,4,2017,2,8,1486580400,cloudy,0.0,6.69,0.72,1022.13,8.0,26.64407142857142
10865,À emporter,,5,2,2018,12,21,1545390000,rain,1.26,9.46,0.77,1023.85,0.0,0.0
8418,,,1,4,2018,7,30,1532973600,partly-cloudy-day,0.0,32.3,0.38,1014.64,-7.0,-2.168357142857143
4361,Limonade,,1,3,2017,12,11,1513004400,cloudy,0.0,9.05,0.73,986.99,0.0,-0.47
10124,Sur place,,1,2,2018,11,5,1541415600,clear-day,0.0,13.37,0.75,1007.58,0.0,0.0
319,Livraison,KM LIVRAISON,3,4,2017,1,25,1485370800,partly-cloudy-night,0.0,-3.31,0.74,1026.93,40.0,21.990119047619043
7231,À emporter,KM,7,4,2018,5,27,1527444000,partly-cloudy-day,,20.84,0.72,,0.0,0.0
11378,Sur place,,1,3,2019,1,28,1548687600,partly-cloudy-day,0.02,5.99,0.51,1007.26,0.0,0.0
12064,Sur place,,4,3,2019,3,14,1552575600,rain,1.52,8.63,0.81,1018.92,0.0,0.0
9288,Livraison,UberEats,4,4,2018,9,13,1536861600,partly-cloudy-night,0.06,25.36,0.54,1017.54,0.0,0.0
4883,Livraison,Deliveroo,4,3,2018,1,18,1516287600,cloudy,0.0,10.05,0.66,1015.83,0.0,0.0
3589,Livraison,KM,6,3,2017,10,14,1507989600,partly-cloudy-day,0.0,24.07,0.47,1025.12,0.0,0.0
13691,Livraison,Deliveroo,7,4,2019,6,30,1561917600,partly-cloudy-day,0.07,34.46,0.45,1016.48,0.0,0.0
10179,Sur place,,4,3,2018,11,8,1541689200,cloudy,0.0,12.25,0.76,1017.76,0.0,-0.02
7751,Livraison,AlloResto,6,4,2018,6,23,1529776800,clear-day,,22.83,0.36,,0.0,0.0
1696,Livraison,Deliveroo,6,4,2017,4,29,1493488800,partly-cloudy-day,0.0,16.92,0.35,1011.39,39.0,32.793
7949,Sur place,,3,3,2018,7,4,1530712800,partly-cloudy-day,,31.29,0.31,,0.0,0.0
2008,Livraison,AlloResto,7,4,2017,5,21,1495389600,partly-cloudy-day,0.0,21.56,0.5,1018.99,18.0,17.54508802308802
13149,À emporter,,6,3,2019,5,25,1558792800,partly-cloudy-day,0.18,23.17,0.44,1015.43,0.0,0.0
11975,À emporter,KM,5,4,2019,3,8,1552071600,partly-cloudy-night,0.01,11.54,0.55,1022.95,0.0,-0.4733333333333333
13136,À emporter,Deliveroo,5,4,2019,5,24,1558720800,cloudy,0.08,24.13,0.34,1012.95,0.0,0.0
3145,Livraison,KM,4,3,2017,8,24,1503583200,partly-cloudy-day,0.0,28.66,0.55,1016.49,0.0,0.0
1161,À emporter,,5,2,2017,3,24,1490353200,partly-cloudy-day,0.0,10.79,0.81,1020.41,5.0,2.8378730158730154
505,Livraison,AlloResto,3,4,2017,2,8,1486580400,cloudy,0.0,6.69,0.72,1022.13,5.0,8.772603174603177
2702,Livraison,Deliveroo,4,4,2017,7,13,1499968800,partly-cloudy-day,0.0,26.67,0.44,1016.57,30.0,24.609047619047622
6550,Livraison,KM,4,4,2018,4,19,1524160800,clear-day,0.0,24.68,0.38,1022.43,0.0,-6.693238095238096
6613,Livraison,AlloResto,1,4,2018,4,23,1524506400,partly-cloudy-day,0.0,19.56,0.62,1018.75,0.0,0.0
11296,Livraison,,2,4,2019,1,22,1548183600,fog,0.05,1.16,0.76,1006.0,0.0,0.0
8926,Livraison,UberEats,5,4,2018,8,24,1535133600,cloudy,0.0,22.44,0.49,1016.24,0.0,0.0
9263,À emporter,,3,4,2018,9,12,1536775200,partly-cloudy-night,0.0,28.64,0.38,1019.5,0.0,0.0
4522,Limonade,,5,3,2017,12,22,1513954800,cloudy,0.0,9.05,0.91,1035.35,0.0,-4.57852380952381
6868,Livraison,UberEats,1,4,2018,5,7,1525716000,partly-cloudy-day,0.0,24.17,0.43,1009.93,0.0,0.0
12133,À emporter,,2,4,2019,3,19,1553022000,clear-night,0.0,8.79,0.51,1028.0,0.0,-0.32899999999999996
6904,À emporter,,4,2,2018,5,10,1525946400,cloudy,0.0,15.39,0.67,1015.75,0.0,0.0
1716,Livraison,UberEats,1,2,2017,5,1,1493632800,cloudy,0.0,9.69,0.76,1016.71,28.0,11.790920634920637
