,frequentation,sur_place,livraison,semaine,jour,year,month,date,date_meteo,time,to_char,summary,icon,precipintensity,precipprobability,temperature,apparenttemperature,dewpoint,humidity,pressure,windspeed,windgust,windbearing,cloudcover,uvindex,visibility,ozone,heure
6253,0.0,Limonade,,1,4,2018,4,2,2018-04-02 00:00:00,1522692000,2018-02-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,14.19,14.19,1.88,0.43,1006.86,6.38,6.38,184.0,0.95,0.0,10.003,,20
6254,0.0,Livraison,AlloResto,1,4,2018,4,2,2018-04-02 00:00:00,1522692000,2018-02-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,14.19,14.19,1.88,0.43,1006.86,6.38,6.38,184.0,0.95,0.0,10.003,,20
6255,0.0,Livraison,Deliveroo,1,4,2018,4,2,2018-04-02 00:00:00,1522692000,2018-02-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,14.19,14.19,1.88,0.43,1006.86,6.38,6.38,184.0,0.95,0.0,10.003,,20
6256,0.0,Livraison,KM,1,4,2018,4,2,2018-04-02 00:00:00,1522692000,2018-02-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,14.19,14.19,1.88,0.43,1006.86,6.38,6.38,184.0,0.95,0.0,10.003,,20
6257,0.0,Livraison,UberEats,1,4,2018,4,2,2018-04-02 00:00:00,1522692000,2018-02-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,14.19,14.19,1.88,0.43,1006.86,6.38,6.38,184.0,0.95,0.0,10.003,,20
6258,0.0,Sur place,,1,4,2018,4,2,2018-04-02 00:00:00,1522692000,2018-02-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,14.19,14.19,1.88,0.43,1006.86,6.38,6.38,184.0,0.95,0.0,10.003,,20
6259,0.0,À emporter,,2,2,2018,4,3,2018-04-03 00:00:00,1522749600,2018-03-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.24,17.24,2.3,0.37,1006.57,5.27,9.37,188.0,0.88,3.0,10.003,,12
6260,0.0,Limonade,,2,2,2018,4,3,2018-04-03 00:00:00,1522749600,2018-03-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.24,17.24,2.3,0.37,1006.57,5.27,9.37,188.0,0.88,3.0,10.003,,12
6261,0.0,Livraison,Deliveroo,2,2,2018,4,3,2018-04-03 00:00:00,1522749600,2018-03-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.24,17.24,2.3,0.37,1006.57,5.27,9.37,188.0,0.88,3.0,10.003,,12
6262,0.0,Livraison,Foodora,2,2,2018,4,3,2018-04-03 00:00:00,1522749600,2018-03-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.24,17.24,2.3,0.37,1006.57,5.27,9.37,188.0,0.88,3.0,10.003,,12
6263,0.0,Livraison,KM,2,2,2018,4,3,2018-04-03 00:00:00,1522749600,2018-03-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.24,17.24,2.3,0.37,1006.57,5.27,9.37,188.0,0.88,3.0,10.003,,12
6264,0.0,Livraison,UberEats,2,2,2018,4,3,2018-04-03 00:00:00,1522749600,2018-03-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.24,17.24,2.3,0.37,1006.57,5.27,9.37,188.0,0.88,3.0,10.003,,12
6265,0.0,Sur place,,2,2,2018,4,3,2018-04-03 00:00:00,1522749600,2018-03-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.24,17.24,2.3,0.37,1006.57,5.27,9.37,188.0,0.88,3.0,10.003,,12
6266,-19.0,,,2,4,2018,4,3,2018-04-03 00:00:00,1522778400,2018-03-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,17.25,17.25,5.92,0.47,1004.35,4.28,4.88,194.0,0.88,0.0,10.003,,20
6267,0.0,À emporter,,2,4,2018,4,3,2018-04-03 00:00:00,1522778400,2018-03-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,17.25,17.25,5.92,0.47,1004.35,4.28,4.88,194.0,0.88,0.0,10.003,,20
6268,0.0,Limonade,,2,4,2018,4,3,2018-04-03 00:00:00,1522778400,2018-03-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,17.25,17.25,5.92,0.47,1004.35,4.28,4.88,194.0,0.88,0.0,10.003,,20
6269,0.0,Livraison,AlloResto,2,4,2018,4,3,2018-04-03 00:00:00,1522778400,2018-03-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,17.25,17.25,5.92,0.47,1004.35,4.28,4.88,194.0,0.88,0.0,10.003,,20
6270,0.0,Livraison,Deliveroo,2,4,2018,4,3,2018-04-03 00:00:00,1522778400,2018-03-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,17.25,17.25,5.92,0.47,1004.35,4.28,4.88,194.0,0.88,0.0,10.003,,20
6271,0.0,Livraison,Foodora,2,4,2018,4,3,2018-04-03 00:00:00,1522778400,2018-03-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,17.25,17.25,5.92,0.47,1004.35,4.28,4.88,194.0,0.88,0.0,10.003,,20
6272,0.0,Livraison,KM,2,4,2018,4,3,2018-04-03 00:00:00,1522778400,2018-03-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,17.25,17.25,5.92,0.47,1004.35,4.28,4.88,194.0,0.88,0.0,10.003,,20
6273,0.0,Livraison,UberEats,2,4,2018,4,3,2018-04-03 00:00:00,1522778400,2018-03-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,17.25,17.25,5.92,0.47,1004.35,4.28,4.88,194.0,0.88,0.0,10.003,,20
6274,0.0,Sur place,,2,4,2018,4,3,2018-04-03 00:00:00,1522778400,2018-03-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,17.25,17.25,5.92,0.47,1004.35,4.28,4.88,194.0,0.88,0.0,10.003,,20
6275,0.0,À emporter,KM,3,2,2018,4,4,2018-04-04 00:00:00,1522836000,2018-04-04 12:00:00,Pluie Faible Possible,rain,0.76,0.57,9.95,8.7,7.03,0.82,1007.6,2.61,10.16,251.0,0.75,4.0,7.159,,12
6276,0.0,À emporter,,3,2,2018,4,4,2018-04-04 00:00:00,1522836000,2018-04-04 12:00:00,Pluie Faible Possible,rain,0.76,0.57,9.95,8.7,7.03,0.82,1007.6,2.61,10.16,251.0,0.75,4.0,7.159,,12
6277,0.0,Limonade,,3,2,2018,4,4,2018-04-04 00:00:00,1522836000,2018-04-04 12:00:00,Pluie Faible Possible,rain,0.76,0.57,9.95,8.7,7.03,0.82,1007.6,2.61,10.16,251.0,0.75,4.0,7.159,,12
6278,0.0,Livraison,AlloResto,3,2,2018,4,4,2018-04-04 00:00:00,1522836000,2018-04-04 12:00:00,Pluie Faible Possible,rain,0.76,0.57,9.95,8.7,7.03,0.82,1007.6,2.61,10.16,251.0,0.75,4.0,7.159,,12
6279,0.0,Livraison,Deliveroo,3,2,2018,4,4,2018-04-04 00:00:00,1522836000,2018-04-04 12:00:00,Pluie Faible Possible,rain,0.76,0.57,9.95,8.7,7.03,0.82,1007.6,2.61,10.16,251.0,0.75,4.0,7.159,,12
6280,0.0,Livraison,UberEats,3,2,2018,4,4,2018-04-04 00:00:00,1522836000,2018-04-04 12:00:00,Pluie Faible Possible,rain,0.76,0.57,9.95,8.7,7.03,0.82,1007.6,2.61,10.16,251.0,0.75,4.0,7.159,,12
6281,0.0,Sur place,,3,2,2018,4,4,2018-04-04 00:00:00,1522836000,2018-04-04 12:00:00,Pluie Faible Possible,rain,0.76,0.57,9.95,8.7,7.03,0.82,1007.6,2.61,10.16,251.0,0.75,4.0,7.159,,12
6282,0.0,Sur place,,3,2,2018,4,4,2018-04-04 00:00:00,1522836000,2018-04-04 12:00:00,Pluie Faible Possible,rain,0.76,0.57,9.95,8.7,7.03,0.82,1007.6,2.61,10.16,251.0,0.75,4.0,7.159,,12
6283,0.0,Limonade,,3,3,2018,4,4,2018-04-04 00:00:00,1522850400,2018-04-04 16:00:00,Ciel Couvert,cloudy,0.0,0.0,14.39,14.39,9.2,0.71,1006.59,4.73,6.0,179.0,0.89,3.0,10.003,,16
6284,-9.0,,,3,4,2018,4,4,2018-04-04 00:00:00,1522864800,2018-04-04 20:00:00,Pluie Faible Possible,rain,0.43,0.39,12.14,12.14,8.03,0.76,1008.47,2.06,2.68,185.0,0.89,0.0,10.003,,20
6285,0.0,À emporter,,3,4,2018,4,4,2018-04-04 00:00:00,1522864800,2018-04-04 20:00:00,Pluie Faible Possible,rain,0.43,0.39,12.14,12.14,8.03,0.76,1008.47,2.06,2.68,185.0,0.89,0.0,10.003,,20
6286,0.0,Livraison,AlloResto,3,4,2018,4,4,2018-04-04 00:00:00,1522864800,2018-04-04 20:00:00,Pluie Faible Possible,rain,0.43,0.39,12.14,12.14,8.03,0.76,1008.47,2.06,2.68,185.0,0.89,0.0,10.003,,20
6287,0.0,Livraison,Deliveroo,3,4,2018,4,4,2018-04-04 00:00:00,1522864800,2018-04-04 20:00:00,Pluie Faible Possible,rain,0.43,0.39,12.14,12.14,8.03,0.76,1008.47,2.06,2.68,185.0,0.89,0.0,10.003,,20
6288,0.0,Livraison,Foodora,3,4,2018,4,4,2018-04-04 00:00:00,1522864800,2018-04-04 20:00:00,Pluie Faible Possible,rain,0.43,0.39,12.14,12.14,8.03,0.76,1008.47,2.06,2.68,185.0,0.89,0.0,10.003,,20
6289,0.0,Livraison,KM,3,4,2018,4,4,2018-04-04 00:00:00,1522864800,2018-04-04 20:00:00,Pluie Faible Possible,rain,0.43,0.39,12.14,12.14,8.03,0.76,1008.47,2.06,2.68,185.0,0.89,0.0,10.003,,20
6290,0.0,Livraison,UberEats,3,4,2018,4,4,2018-04-04 00:00:00,1522864800,2018-04-04 20:00:00,Pluie Faible Possible,rain,0.43,0.39,12.14,12.14,8.03,0.76,1008.47,2.06,2.68,185.0,0.89,0.0,10.003,,20
6291,0.0,Sur place,,3,4,2018,4,4,2018-04-04 00:00:00,1522864800,2018-04-04 20:00:00,Pluie Faible Possible,rain,0.43,0.39,12.14,12.14,8.03,0.76,1008.47,2.06,2.68,185.0,0.89,0.0,10.003,,20
6292,0.0,À emporter,,4,2,2018,4,5,2018-04-05 00:00:00,1522922400,2018-05-04 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,13.33,13.33,4.75,0.56,1019.35,1.11,3.79,319.0,0.76,4.0,10.003,,12
6293,0.0,Limonade,,4,2,2018,4,5,2018-04-05 00:00:00,1522922400,2018-05-04 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,13.33,13.33,4.75,0.56,1019.35,1.11,3.79,319.0,0.76,4.0,10.003,,12
6294,0.0,Livraison,AlloResto,4,2,2018,4,5,2018-04-05 00:00:00,1522922400,2018-05-04 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,13.33,13.33,4.75,0.56,1019.35,1.11,3.79,319.0,0.76,4.0,10.003,,12
6295,0.0,Livraison,Deliveroo,4,2,2018,4,5,2018-04-05 00:00:00,1522922400,2018-05-04 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,13.33,13.33,4.75,0.56,1019.35,1.11,3.79,319.0,0.76,4.0,10.003,,12
6296,0.0,Livraison,Foodora,4,2,2018,4,5,2018-04-05 00:00:00,1522922400,2018-05-04 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,13.33,13.33,4.75,0.56,1019.35,1.11,3.79,319.0,0.76,4.0,10.003,,12
6297,0.0,Livraison,KM,4,2,2018,4,5,2018-04-05 00:00:00,1522922400,2018-05-04 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,13.33,13.33,4.75,0.56,1019.35,1.11,3.79,319.0,0.76,4.0,10.003,,12
6298,0.0,Livraison,UberEats,4,2,2018,4,5,2018-04-05 00:00:00,1522922400,2018-05-04 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,13.33,13.33,4.75,0.56,1019.35,1.11,3.79,319.0,0.76,4.0,10.003,,12
6299,0.0,Sur place,,4,2,2018,4,5,2018-04-05 00:00:00,1522922400,2018-05-04 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,13.33,13.33,4.75,0.56,1019.35,1.11,3.79,319.0,0.76,4.0,10.003,,12
6300,0.0,Sur place,,4,2,2018,4,5,2018-04-05 00:00:00,1522922400,2018-05-04 12:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,13.33,13.33,4.75,0.56,1019.35,1.11,3.79,319.0,0.76,4.0,10.003,,12
6301,0.0,Sur place,,4,3,2018,4,5,2018-04-05 00:00:00,1522936800,2018-05-04 16:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,15.28,15.28,4.5,0.49,1019.08,2.72,4.24,4.0,0.51,4.0,10.003,,16
6302,-10.0,,,4,4,2018,4,5,2018-04-05 00:00:00,1522951200,2018-05-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,12.83,12.83,4.1,0.55,1019.31,2.15,4.01,26.0,0.13,0.0,10.003,,20
6303,0.0,À emporter,KM,4,4,2018,4,5,2018-04-05 00:00:00,1522951200,2018-05-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,12.83,12.83,4.1,0.55,1019.31,2.15,4.01,26.0,0.13,0.0,10.003,,20
6304,0.0,À emporter,,4,4,2018,4,5,2018-04-05 00:00:00,1522951200,2018-05-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,12.83,12.83,4.1,0.55,1019.31,2.15,4.01,26.0,0.13,0.0,10.003,,20
6305,0.0,Livraison,AlloResto,4,4,2018,4,5,2018-04-05 00:00:00,1522951200,2018-05-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,12.83,12.83,4.1,0.55,1019.31,2.15,4.01,26.0,0.13,0.0,10.003,,20
6306,0.0,Livraison,Deliveroo,4,4,2018,4,5,2018-04-05 00:00:00,1522951200,2018-05-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,12.83,12.83,4.1,0.55,1019.31,2.15,4.01,26.0,0.13,0.0,10.003,,20
6307,0.0,Livraison,Foodora,4,4,2018,4,5,2018-04-05 00:00:00,1522951200,2018-05-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,12.83,12.83,4.1,0.55,1019.31,2.15,4.01,26.0,0.13,0.0,10.003,,20
6308,0.0,Livraison,KM,4,4,2018,4,5,2018-04-05 00:00:00,1522951200,2018-05-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,12.83,12.83,4.1,0.55,1019.31,2.15,4.01,26.0,0.13,0.0,10.003,,20
6309,0.0,Livraison,UberEats,4,4,2018,4,5,2018-04-05 00:00:00,1522951200,2018-05-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,12.83,12.83,4.1,0.55,1019.31,2.15,4.01,26.0,0.13,0.0,10.003,,20
6310,0.0,Sur place,,4,4,2018,4,5,2018-04-05 00:00:00,1522951200,2018-05-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,12.83,12.83,4.1,0.55,1019.31,2.15,4.01,26.0,0.13,0.0,10.003,,20
6311,0.0,À emporter,,5,2,2018,4,6,2018-04-06 00:00:00,1523008800,2018-06-04 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,16.11,16.11,4.85,0.47,1015.8,3.99,4.72,168.0,0.13,5.0,10.003,,12
6312,0.0,Limonade,,5,2,2018,4,6,2018-04-06 00:00:00,1523008800,2018-06-04 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,16.11,16.11,4.85,0.47,1015.8,3.99,4.72,168.0,0.13,5.0,10.003,,12
6313,0.0,Livraison,AlloResto,5,2,2018,4,6,2018-04-06 00:00:00,1523008800,2018-06-04 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,16.11,16.11,4.85,0.47,1015.8,3.99,4.72,168.0,0.13,5.0,10.003,,12
6314,0.0,Livraison,Deliveroo,5,2,2018,4,6,2018-04-06 00:00:00,1523008800,2018-06-04 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,16.11,16.11,4.85,0.47,1015.8,3.99,4.72,168.0,0.13,5.0,10.003,,12
6315,0.0,Livraison,KM,5,2,2018,4,6,2018-04-06 00:00:00,1523008800,2018-06-04 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,16.11,16.11,4.85,0.47,1015.8,3.99,4.72,168.0,0.13,5.0,10.003,,12
6316,0.0,Livraison,UberEats,5,2,2018,4,6,2018-04-06 00:00:00,1523008800,2018-06-04 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,16.11,16.11,4.85,0.47,1015.8,3.99,4.72,168.0,0.13,5.0,10.003,,12
6317,0.0,Sur place,,5,2,2018,4,6,2018-04-06 00:00:00,1523008800,2018-06-04 12:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,16.11,16.11,4.85,0.47,1015.8,3.99,4.72,168.0,0.13,5.0,10.003,,12
6318,0.0,À emporter,,5,3,2018,4,6,2018-04-06 00:00:00,1523023200,2018-06-04 16:00:00,Ciel Dégagé,clear-day,0.0,0.0,22.17,22.17,4.84,0.32,1012.49,6.25,10.67,161.0,,,10.003,,16
6319,0.0,Limonade,,5,3,2018,4,6,2018-04-06 00:00:00,1523023200,2018-06-04 16:00:00,Ciel Dégagé,clear-day,0.0,0.0,22.17,22.17,4.84,0.32,1012.49,6.25,10.67,161.0,,,10.003,,16
6320,0.0,Livraison,KM,5,3,2018,4,6,2018-04-06 00:00:00,1523023200,2018-06-04 16:00:00,Ciel Dégagé,clear-day,0.0,0.0,22.17,22.17,4.84,0.32,1012.49,6.25,10.67,161.0,,,10.003,,16
6321,-11.0,,,5,4,2018,4,6,2018-04-06 00:00:00,1523037600,2018-06-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,19.12,19.12,5.2,0.4,1011.75,4.77,6.0,166.0,0.13,0.0,10.003,,20
6322,0.0,À emporter,,5,4,2018,4,6,2018-04-06 00:00:00,1523037600,2018-06-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,19.12,19.12,5.2,0.4,1011.75,4.77,6.0,166.0,0.13,0.0,10.003,,20
6323,0.0,Limonade,,5,4,2018,4,6,2018-04-06 00:00:00,1523037600,2018-06-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,19.12,19.12,5.2,0.4,1011.75,4.77,6.0,166.0,0.13,0.0,10.003,,20
6324,0.0,Livraison,AlloResto,5,4,2018,4,6,2018-04-06 00:00:00,1523037600,2018-06-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,19.12,19.12,5.2,0.4,1011.75,4.77,6.0,166.0,0.13,0.0,10.003,,20
6325,0.0,Livraison,Deliveroo,5,4,2018,4,6,2018-04-06 00:00:00,1523037600,2018-06-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,19.12,19.12,5.2,0.4,1011.75,4.77,6.0,166.0,0.13,0.0,10.003,,20
6326,0.0,Livraison,Foodora,5,4,2018,4,6,2018-04-06 00:00:00,1523037600,2018-06-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,19.12,19.12,5.2,0.4,1011.75,4.77,6.0,166.0,0.13,0.0,10.003,,20
6327,0.0,Livraison,KM,5,4,2018,4,6,2018-04-06 00:00:00,1523037600,2018-06-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,19.12,19.12,5.2,0.4,1011.75,4.77,6.0,166.0,0.13,0.0,10.003,,20
6328,0.0,Livraison,UberEats,5,4,2018,4,6,2018-04-06 00:00:00,1523037600,2018-06-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,19.12,19.12,5.2,0.4,1011.75,4.77,6.0,166.0,0.13,0.0,10.003,,20
6329,0.0,Sur place,,5,4,2018,4,6,2018-04-06 00:00:00,1523037600,2018-06-04 20:00:00,Faibles Passages Nuageux,partly-cloudy-day,0.0,0.0,19.12,19.12,5.2,0.4,1011.75,4.77,6.0,166.0,0.13,0.0,10.003,,20
6330,0.0,À emporter,,6,2,2018,4,7,2018-04-07 00:00:00,1523095200,2018-07-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.29,17.29,3.75,0.41,1012.81,4.3,5.94,142.0,0.88,4.0,10.003,,12
6331,0.0,Limonade,,6,2,2018,4,7,2018-04-07 00:00:00,1523095200,2018-07-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.29,17.29,3.75,0.41,1012.81,4.3,5.94,142.0,0.88,4.0,10.003,,12
6332,0.0,Livraison,Deliveroo,6,2,2018,4,7,2018-04-07 00:00:00,1523095200,2018-07-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.29,17.29,3.75,0.41,1012.81,4.3,5.94,142.0,0.88,4.0,10.003,,12
6333,0.0,Livraison,Foodora,6,2,2018,4,7,2018-04-07 00:00:00,1523095200,2018-07-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.29,17.29,3.75,0.41,1012.81,4.3,5.94,142.0,0.88,4.0,10.003,,12
6334,0.0,Livraison,KM,6,2,2018,4,7,2018-04-07 00:00:00,1523095200,2018-07-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.29,17.29,3.75,0.41,1012.81,4.3,5.94,142.0,0.88,4.0,10.003,,12
6335,0.0,Livraison,UberEats,6,2,2018,4,7,2018-04-07 00:00:00,1523095200,2018-07-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.29,17.29,3.75,0.41,1012.81,4.3,5.94,142.0,0.88,4.0,10.003,,12
6336,0.0,Sur place,,6,2,2018,4,7,2018-04-07 00:00:00,1523095200,2018-07-04 12:00:00,Ciel Couvert,cloudy,0.0,0.0,17.29,17.29,3.75,0.41,1012.81,4.3,5.94,142.0,0.88,4.0,10.003,,12
6337,0.0,À emporter,,6,3,2018,4,7,2018-04-07 00:00:00,1523109600,2018-07-04 16:00:00,Ciel Couvert,cloudy,0.0,0.0,20.92,20.92,3.88,0.33,1010.03,5.03,5.53,175.0,1.0,3.0,10.003,,16
6338,0.0,Limonade,,6,3,2018,4,7,2018-04-07 00:00:00,1523109600,2018-07-04 16:00:00,Ciel Couvert,cloudy,0.0,0.0,20.92,20.92,3.88,0.33,1010.03,5.03,5.53,175.0,1.0,3.0,10.003,,16
6339,0.0,Livraison,Deliveroo,6,3,2018,4,7,2018-04-07 00:00:00,1523109600,2018-07-04 16:00:00,Ciel Couvert,cloudy,0.0,0.0,20.92,20.92,3.88,0.33,1010.03,5.03,5.53,175.0,1.0,3.0,10.003,,16
6340,0.0,Livraison,KM,6,3,2018,4,7,2018-04-07 00:00:00,1523109600,2018-07-04 16:00:00,Ciel Couvert,cloudy,0.0,0.0,20.92,20.92,3.88,0.33,1010.03,5.03,5.53,175.0,1.0,3.0,10.003,,16
6341,0.0,Livraison,UberEats,6,3,2018,4,7,2018-04-07 00:00:00,1523109600,2018-07-04 16:00:00,Ciel Couvert,cloudy,0.0,0.0,20.92,20.92,3.88,0.33,1010.03,5.03,5.53,175.0,1.0,3.0,10.003,,16
6342,0.0,Sur place,,6,3,2018,4,7,2018-04-07 00:00:00,1523109600,2018-07-04 16:00:00,Ciel Couvert,cloudy,0.0,0.0,20.92,20.92,3.88,0.33,1010.03,5.03,5.53,175.0,1.0,3.0,10.003,,16
6343,-12.0,,,6,4,2018,4,7,2018-04-07 00:00:00,1523124000,2018-07-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,19.24,19.24,5.87,0.42,1008.84,2.19,4.45,155.0,1.0,0.0,10.003,,20
6344,0.0,À emporter,KM,6,4,2018,4,7,2018-04-07 00:00:00,1523124000,2018-07-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,19.24,19.24,5.87,0.42,1008.84,2.19,4.45,155.0,1.0,0.0,10.003,,20
6345,0.0,À emporter,,6,4,2018,4,7,2018-04-07 00:00:00,1523124000,2018-07-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,19.24,19.24,5.87,0.42,1008.84,2.19,4.45,155.0,1.0,0.0,10.003,,20
6346,0.0,Limonade,,6,4,2018,4,7,2018-04-07 00:00:00,1523124000,2018-07-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,19.24,19.24,5.87,0.42,1008.84,2.19,4.45,155.0,1.0,0.0,10.003,,20
6347,0.0,Livraison,AlloResto,6,4,2018,4,7,2018-04-07 00:00:00,1523124000,2018-07-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,19.24,19.24,5.87,0.42,1008.84,2.19,4.45,155.0,1.0,0.0,10.003,,20
6348,0.0,Livraison,Foodora,6,4,2018,4,7,2018-04-07 00:00:00,1523124000,2018-07-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,19.24,19.24,5.87,0.42,1008.84,2.19,4.45,155.0,1.0,0.0,10.003,,20
6349,0.0,Livraison,KM,6,4,2018,4,7,2018-04-07 00:00:00,1523124000,2018-07-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,19.24,19.24,5.87,0.42,1008.84,2.19,4.45,155.0,1.0,0.0,10.003,,20
6350,0.0,Livraison,,6,4,2018,4,7,2018-04-07 00:00:00,1523124000,2018-07-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,19.24,19.24,5.87,0.42,1008.84,2.19,4.45,155.0,1.0,0.0,10.003,,20
6351,0.0,Sur place,,6,4,2018,4,7,2018-04-07 00:00:00,1523124000,2018-07-04 20:00:00,Ciel Couvert,cloudy,0.0,0.0,19.24,19.24,5.87,0.42,1008.84,2.19,4.45,155.0,1.0,0.0,10.003,,20
6352,0.0,À emporter,KM,7,3,2018,4,8,2018-04-08 00:00:00,1523196000,2018-08-04 16:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,18.79,18.79,6.82,0.46,1005.92,1.17,2.92,134.0,0.82,3.0,10.003,,16
6353,0.0,Limonade,,7,3,2018,4,8,2018-04-08 00:00:00,1523196000,2018-08-04 16:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,18.79,18.79,6.82,0.46,1005.92,1.17,2.92,134.0,0.82,3.0,10.003,,16
6354,0.0,Livraison,KM,7,3,2018,4,8,2018-04-08 00:00:00,1523196000,2018-08-04 16:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,18.79,18.79,6.82,0.46,1005.92,1.17,2.92,134.0,0.82,3.0,10.003,,16
6355,0.0,À emporter,KM,7,4,2018,4,8,2018-04-08 00:00:00,1523210400,2018-08-04 20:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,16.59,16.59,7.81,0.56,1005.04,1.67,1.67,336.0,0.63,0.0,10.003,,20
6356,0.0,À emporter,,7,4,2018,4,8,2018-04-08 00:00:00,1523210400,2018-08-04 20:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,16.59,16.59,7.81,0.56,1005.04,1.67,1.67,336.0,0.63,0.0,10.003,,20
6357,0.0,Livraison,Deliveroo,7,4,2018,4,8,2018-04-08 00:00:00,1523210400,2018-08-04 20:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,16.59,16.59,7.81,0.56,1005.04,1.67,1.67,336.0,0.63,0.0,10.003,,20
6358,0.0,Livraison,Foodora,7,4,2018,4,8,2018-04-08 00:00:00,1523210400,2018-08-04 20:00:00,Ciel Nuageux,partly-cloudy-day,0.0,0.0,16.59,16.59,7.81,0.56,1005.04,1.67,1.67,336.0,0.63,0.0,10.003,,20
