"frequentation";"ca_ttc";"ca_ht";"date_commande";"midi_soir";"jour_semaine";"sur_place";"type_vente";"livraison";"nb_commandes"
0;59.8;54.36;2018-10-29;"3 - Après-midi";"1 - Lundi";À emporter;CA;;1
0;67.2;61.08;2018-10-29;"3 - Après-midi";"1 - Lundi";Livraison;CA;Deliveroo;1
0;146.5;133.16;2018-10-29;"3 - Après-midi";"1 - Lundi";Livraison;CA;UberEats;2
0;38.3;34.51;2018-10-29;"3 - Après-midi";"1 - Lundi";Sur place;CA;;1
0;15.9;14.4545454545455;2018-10-29;"4 - Soir";"1 - Lundi";"";Annulation;"";1
0;100.34;91.22;2018-10-29;"4 - Soir";"1 - Lundi";À emporter;CA;;4
0;5.76;5.23636363636364;2018-10-29;"4 - Soir";"1 - Lundi";À emporter;Remise;;1
0;247.3;224.59;2018-10-29;"4 - Soir";"1 - Lundi";Livraison;CA;Deliveroo;3
0;388.4;353.02;2018-10-29;"4 - Soir";"1 - Lundi";Livraison;CA;UberEats;4
0;208.7;189.50;2018-10-29;"4 - Soir";"1 - Lundi";Sur place;CA;;10
221;0;0;2018-10-30;"";"2 - Mardi";"";CA;"";0
1;0;0;2018-10-30;"";"2 - Mardi";"";Offert;"";0
0;0;0;2018-10-30;"";"2 - Mardi";"";Remise;"";0
0;364.5;331.35;2018-10-30;"2 - Midi";"2 - Mardi";À emporter;CA;;21
0;12.8;11.64;2018-10-30;"2 - Midi";"2 - Mardi";Limonade;CA;;3
0;0.7;0.636363636363636;2018-10-30;"2 - Midi";"2 - Mardi";Limonade;Remise;;1
0;936.36;849.35;2018-10-30;"2 - Midi";"2 - Mardi";Sur place;CA;;51
0;8.5;7.72727272727273;2018-10-30;"2 - Midi";"2 - Mardi";Sur place;Offert;;1
0;10.94;9.94545454545454;2018-10-30;"2 - Midi";"2 - Mardi";Sur place;Remise;;1
0;27.1;23.94;2018-10-30;"3 - Après-midi";"2 - Mardi";Limonade;CA;;5
0;27.4;24.71;2018-10-30;"3 - Après-midi";"2 - Mardi";Livraison;CA;KM;1
0;2.5;2.27272727272727;2018-10-30;"3 - Après-midi";"2 - Mardi";Sur place;Annulation;;1
0;12.4;11.27;2018-10-30;"3 - Après-midi";"2 - Mardi";Sur place;CA;;1
-8;0;0;2018-10-30;"4 - Soir";"2 - Mardi";"";CA;"";0
8;0;0;2018-10-30;"4 - Soir";"2 - Mardi";"";Conso Perso;"";0
0;0;0;2018-10-30;"4 - Soir";"2 - Mardi";"";Remise;"";0
0;109.1;98.87;2018-10-30;"4 - Soir";"2 - Mardi";À emporter;CA;;6
0;2.5;2.27;2018-10-30;"4 - Soir";"2 - Mardi";Limonade;CA;;1
0;530.5;482.15;2018-10-30;"4 - Soir";"2 - Mardi";Livraison;CA;Deliveroo;2
0;156.98;141.94;2018-10-30;"4 - Soir";"2 - Mardi";Livraison;CA;KM;4
0;510.8;464.23;2018-10-30;"4 - Soir";"2 - Mardi";Livraison;CA;UberEats;2
0;1.02;0;2018-10-30;"4 - Soir";"2 - Mardi";Livraison;Cagnotte fidélité;KM;1
0;0.3;0.272727272727273;2018-10-30;"4 - Soir";"2 - Mardi";Livraison;Remise;Deliveroo;1
0;482.3;437.80;2018-10-30;"4 - Soir";"2 - Mardi";Sur place;CA;;23
0;75.5;68.6363636363636;2018-10-30;"4 - Soir";"2 - Mardi";Sur place;Conso Perso;;1
232;0;0;2018-10-31;"";"3 - Mercredi";"";CA;"";0
0;0;0;2018-10-31;"";"3 - Mercredi";"";Remise;"";0
0;179.4;162.86;2018-10-31;"2 - Midi";"3 - Mercredi";À emporter;CA;;11
0;18.1;16.00;2018-10-31;"2 - Midi";"3 - Mercredi";Limonade;CA;;3
0;180.2;163.77;2018-10-31;"2 - Midi";"3 - Mercredi";Livraison;CA;Deliveroo;1
0;217.5;197.68;2018-10-31;"2 - Midi";"3 - Mercredi";Livraison;CA;UberEats;1
0;995.4;904.34;2018-10-31;"2 - Midi";"3 - Mercredi";Sur place;CA;;56
0;6.5;5.91;2018-10-31;"3 - Après-midi";"3 - Mercredi";Limonade;CA;;2
0;14;12.73;2018-10-31;"3 - Après-midi";"3 - Mercredi";Sur place;CA;;1
-8;0;0;2018-10-31;"4 - Soir";"3 - Mercredi";"";CA;"";0
8;0;0;2018-10-31;"4 - Soir";"3 - Mercredi";"";Conso Perso;"";0
0;0;0;2018-10-31;"4 - Soir";"3 - Mercredi";"";Remise;"";0
0;221.0;200.65;2018-10-31;"4 - Soir";"3 - Mercredi";À emporter;CA;;10
0;3;2.73;2018-10-31;"4 - Soir";"3 - Mercredi";Limonade;CA;;1
0;541.7;491.85;2018-10-31;"4 - Soir";"3 - Mercredi";Livraison;CA;Deliveroo;1
0;63.06;56.93;2018-10-31;"4 - Soir";"3 - Mercredi";Livraison;CA;KM;2
0;457;415.34;2018-10-31;"4 - Soir";"3 - Mercredi";Livraison;CA;UberEats;1
0;1.24;0;2018-10-31;"4 - Soir";"3 - Mercredi";Livraison;Cagnotte fidélité;KM;1
0;-0.2;-0.181818181818182;2018-10-31;"4 - Soir";"3 - Mercredi";Livraison;Remise;Deliveroo;1
0;38.7;35.19;2018-10-31;"4 - Soir";"3 - Mercredi";Sur place;CA;;2
0;347.32;315.45;2018-10-31;"4 - Soir";"3 - Mercredi";Sur place;CA;;16
0;5.29;0;2018-10-31;"4 - Soir";"3 - Mercredi";Sur place;Cagnotte fidélité;;1
0;75.5;68.6363636363636;2018-10-31;"4 - Soir";"3 - Mercredi";Sur place;Conso Perso;;1
0;1.59;1.44545454545455;2018-10-31;"4 - Soir";"3 - Mercredi";Sur place;Remise;;1
298;0;0;2018-11-01;"";"4 - Jeudi";"";CA;"";0
1;0;0;2018-11-01;"";"4 - Jeudi";"";Offert;"";0
0;0;0;2018-11-01;"";"4 - Jeudi";"";Remise;"";0
0;47.8;43.47;2018-11-01;"2 - Midi";"4 - Jeudi";À emporter;CA;;3
0;429.8;390.61;2018-11-01;"2 - Midi";"4 - Jeudi";À emporter;CA;;9
0;1.1;1;2018-11-01;"2 - Midi";"4 - Jeudi";À emporter;Remise;;1
0;4.4;4;2018-11-01;"2 - Midi";"4 - Jeudi";Limonade;CA;;1
0;342.0;310.56;2018-11-01;"2 - Midi";"4 - Jeudi";Sur place;CA;;11
0;564.6;510.61;2018-11-01;"2 - Midi";"4 - Jeudi";Sur place;CA;;22
0;15.9;14.4545454545455;2018-11-01;"2 - Midi";"4 - Jeudi";Sur place;Offert;;1
0;15.9;14.4545454545455;2018-11-01;"2 - Midi";"4 - Jeudi";Sur place;Remise;;1
0;66.6;60.46;2018-11-01;"3 - Après-midi";"4 - Jeudi";À emporter;CA;;2
0;5.6;5.09;2018-11-01;"3 - Après-midi";"4 - Jeudi";Limonade;CA;;2
0;45.7;41.35;2018-11-01;"3 - Après-midi";"4 - Jeudi";Sur place;CA;;2
-8;0;0;2018-11-01;"4 - Soir";"4 - Jeudi";"";CA;"";0
8;0;0;2018-11-01;"4 - Soir";"4 - Jeudi";"";Conso Perso;"";0
0;0;0;2018-11-01;"4 - Soir";"4 - Jeudi";"";Remise;"";0
0;38.7;35.18;2018-11-01;"4 - Soir";"4 - Jeudi";À emporter;CA;;2
0;232.5;211.38;2018-11-01;"4 - Soir";"4 - Jeudi";À emporter;CA;;11
0;70.5;64.0909090909091;2018-11-01;"4 - Soir";"4 - Jeudi";À emporter;Conso Perso;;1
0;16.6;14.87;2018-11-01;"4 - Soir";"4 - Jeudi";Limonade;CA;;1
0;1023.0;929.77;2018-11-01;"4 - Soir";"4 - Jeudi";Livraison;CA;Deliveroo;5
0;77.06;69.46;2018-11-01;"4 - Soir";"4 - Jeudi";Livraison;CA;KM;3
0;1153.1;1047.97;2018-11-01;"4 - Soir";"4 - Jeudi";Livraison;CA;UberEats;7
0;1.24;0;2018-11-01;"4 - Soir";"4 - Jeudi";Livraison;Cagnotte fidélité;KM;1
0;57.1;51.53;2018-11-01;"4 - Soir";"4 - Jeudi";Sur place;CA;;3
0;159.7;143.96;2018-11-01;"4 - Soir";"4 - Jeudi";Sur place;CA;;4
270;0;0;2018-11-02;"";"5 - Vendredi";"";CA;"";0
1;0;0;2018-11-02;"";"5 - Vendredi";"";Offert;"";0
0;0;0;2018-11-02;"";"5 - Vendredi";"";Remise;"";0
-2;0;0;2018-11-02;"2 - Midi";"5 - Vendredi";"";CA;"";0
2;0;0;2018-11-02;"2 - Midi";"5 - Vendredi";"";Conso Perso;"";0
0;0;0;2018-11-02;"2 - Midi";"5 - Vendredi";"";Remise;"";0
0;198.3;180.28;2018-11-02;"2 - Midi";"5 - Vendredi";À emporter;CA;;10
0;0.8;0;2018-11-02;"2 - Midi";"5 - Vendredi";À emporter;Cagnotte fidélité;;1
0;3;2.73;2018-11-02;"2 - Midi";"5 - Vendredi";Limonade;CA;;1
0;194.7;176.31;2018-11-02;"2 - Midi";"5 - Vendredi";Livraison;CA;Deliveroo;1
0;266.8;242.48;2018-11-02;"2 - Midi";"5 - Vendredi";Livraison;CA;UberEats;1
0;-1;-0.909090909090909;2018-11-02;"2 - Midi";"5 - Vendredi";Livraison;Remise;Deliveroo;1
0;1440.3;1307.35;2018-11-02;"2 - Midi";"5 - Vendredi";Sur place;CA;;73
0;31.8;28.9090909090909;2018-11-02;"2 - Midi";"5 - Vendredi";Sur place;Conso Perso;;1
0;12.9;11.73;2018-11-02;"3 - Après-midi";"5 - Vendredi";À emporter;CA;;1
0;16.2;13.90;2018-11-02;"3 - Après-midi";"5 - Vendredi";Limonade;CA;;3
0;51.6;46.92;2018-11-02;"3 - Après-midi";"5 - Vendredi";Sur place;CA;;1
0;12.9;11.73;2018-11-02;"4 - Soir";"5 - Vendredi";À emporter;CA;;1
0;251.6;228.67;2018-11-02;"4 - Soir";"5 - Vendredi";À emporter;CA;;8
0;11.6;10.54;2018-11-02;"4 - Soir";"5 - Vendredi";Limonade;CA;;2
0;20;18.1818181818182;2018-11-02;"4 - Soir";"5 - Vendredi";Livraison;Annulation;Deliveroo;1
0;270.4;245.50;2018-11-02;"4 - Soir";"5 - Vendredi";Livraison;CA;Deliveroo;2
0;112.92;101.85;2018-11-02;"4 - Soir";"5 - Vendredi";Livraison;CA;KM;4
0;426.9;388.02;2018-11-02;"4 - Soir";"5 - Vendredi";Livraison;CA;UberEats;1
0;178.1;161.87;2018-11-02;"4 - Soir";"5 - Vendredi";Livraison;CA;UberEats;2
0;18.18;0;2018-11-02;"4 - Soir";"5 - Vendredi";Livraison;Cagnotte fidélité;KM;3
0;342.4;310.56;2018-11-02;"4 - Soir";"5 - Vendredi";Sur place;CA;;17
0;5.5;5;2018-11-02;"4 - Soir";"5 - Vendredi";Sur place;Offert;;1
0;5.5;5;2018-11-02;"4 - Soir";"5 - Vendredi";Sur place;Remise;;1
229;0;0;2018-11-03;"";"6 - Samedi";"";CA;"";0
1;0;0;2018-11-03;"";"6 - Samedi";"";Offert;"";0
0;0;0;2018-11-03;"";"6 - Samedi";"";Remise;"";0
0;92.1;83.72;2018-11-03;"2 - Midi";"6 - Samedi";À emporter;CA;;4
0;24.7;21.43;2018-11-03;"2 - Midi";"6 - Samedi";Limonade;CA;;5
0;12.9;11.73;2018-11-03;"2 - Midi";"6 - Samedi";Sur place;CA;;1
0;941.5;854.68;2018-11-03;"2 - Midi";"6 - Samedi";Sur place;CA;;35
0;5.5;5;2018-11-03;"2 - Midi";"6 - Samedi";Sur place;Offert;;1
0;5.5;5;2018-11-03;"2 - Midi";"6 - Samedi";Sur place;Remise;;1
0;35.8;32.54;2018-11-03;"3 - Après-midi";"6 - Samedi";À emporter;CA;;1
0;1.6;1.45;2018-11-03;"3 - Après-midi";"6 - Samedi";Limonade;CA;;1
0;157.3;142.95;2018-11-03;"3 - Après-midi";"6 - Samedi";Livraison;CA;Deliveroo;2
0;385.5;350.36;2018-11-03;"3 - Après-midi";"6 - Samedi";Livraison;CA;UberEats;2
0;67.1;61.00;2018-11-03;"3 - Après-midi";"6 - Samedi";Sur place;CA;;2
-7;0;0;2018-11-03;"4 - Soir";"6 - Samedi";"";CA;"";0
7;0;0;2018-11-03;"4 - Soir";"6 - Samedi";"";Conso Perso;"";0
0;0;0;2018-11-03;"4 - Soir";"6 - Samedi";"";Remise;"";0
0;151.21;137.48;2018-11-03;"4 - Soir";"6 - Samedi";À emporter;CA;;7
0;0.79;0.718181818181818;2018-11-03;"4 - Soir";"6 - Samedi";À emporter;Remise;;1
0;15.5;14.09;2018-11-03;"4 - Soir";"6 - Samedi";Limonade;CA;;3
0;306.4;277.72;2018-11-03;"4 - Soir";"6 - Samedi";Livraison;CA;Deliveroo;3
0;96.96;87.56;2018-11-03;"4 - Soir";"6 - Samedi";Livraison;CA;KM;3
0;524.3;476.51;2018-11-03;"4 - Soir";"6 - Samedi";Livraison;CA;UberEats;7
0;5.24;0;2018-11-03;"4 - Soir";"6 - Samedi";Livraison;Cagnotte fidélité;KM;2
0;-2.2;-2;2018-11-03;"4 - Soir";"6 - Samedi";Livraison;Remise;Deliveroo;1
0;446.2;405.24;2018-11-03;"4 - Soir";"6 - Samedi";Sur place;CA;;18
0;64.5;58.6363636363636;2018-11-03;"4 - Soir";"6 - Samedi";Sur place;Conso Perso;;1
191;0;0;2018-11-04;"";"7 - Dimanche";"";CA;"";0
1;0;0;2018-11-04;"";"7 - Dimanche";"";Offert;"";0
0;0;0;2018-11-04;"";"7 - Dimanche";"";Remise;"";0
0;28.5;25.92;2018-11-04;"2 - Midi";"7 - Dimanche";À emporter;CA;;2
0;14.7;13.37;2018-11-04;"2 - Midi";"7 - Dimanche";Limonade;CA;;1
0;307.2;279.21;2018-11-04;"2 - Midi";"7 - Dimanche";Livraison;CA;Deliveroo;1
0;87.5;79.52;2018-11-04;"2 - Midi";"7 - Dimanche";Livraison;CA;UberEats;1
0;204.1;185.27;2018-11-04;"2 - Midi";"7 - Dimanche";Sur place;CA;;7
0;18.4;16.73;2018-11-04;"3 - Après-midi";"7 - Dimanche";À emporter;CA;;2
0;18.1;16.44;2018-11-04;"3 - Après-midi";"7 - Dimanche";Limonade;CA;;5
0;54.6;49.64;2018-11-04;"3 - Après-midi";"7 - Dimanche";Sur place;CA;;2
0;84.1;76.4545454545454;2018-11-04;"4 - Soir";"7 - Dimanche";"";Annulation;"";1
-7;0;0;2018-11-04;"4 - Soir";"7 - Dimanche";"";CA;"";0
7;0;0;2018-11-04;"4 - Soir";"7 - Dimanche";"";Conso Perso;"";0
0;0;0;2018-11-04;"4 - Soir";"7 - Dimanche";"";Remise;"";0
0;100.9;91.72;2018-11-04;"4 - Soir";"7 - Dimanche";À emporter;CA;Deliveroo;1
0;174.61;158.74;2018-11-04;"4 - Soir";"7 - Dimanche";À emporter;CA;;7
0;80.5;73.1818181818182;2018-11-04;"4 - Soir";"7 - Dimanche";À emporter;Conso Perso;;1
0;0.79;0.718181818181818;2018-11-04;"4 - Soir";"7 - Dimanche";À emporter;Remise;;1
0;43.2;38.18;2018-11-04;"4 - Soir";"7 - Dimanche";Limonade;CA;;5
0;43.3;39.35;2018-11-04;"4 - Soir";"7 - Dimanche";Livraison;CA;Deliveroo;1
0;49.35;44.48;2018-11-04;"4 - Soir";"7 - Dimanche";Livraison;CA;KM;2
0;1394.0;1265.02;2018-11-04;"4 - Soir";"7 - Dimanche";Livraison;CA;UberEats;4
0;19.15;0;2018-11-04;"4 - Soir";"7 - Dimanche";Livraison;Cagnotte fidélité;KM;2
0;15.7;14.27272727272723;2018-11-04;"4 - Soir";"7 - Dimanche";Livraison;Offert;UberEats;2
0;22.2;20.18181818181823;2018-11-04;"4 - Soir";"7 - Dimanche";Livraison;Remise;UberEats;2
0;263.3;238.25;2018-11-04;"4 - Soir";"7 - Dimanche";Sur place;CA;;9
154;0;0;2018-11-05;"";"1 - Lundi";"";CA;"";0
1;0;0;2018-11-05;"";"1 - Lundi";"";Offert;"";0
0;0;0;2018-11-05;"";"1 - Lundi";"";Remise;"";0
-1;0;0;2018-11-05;"2 - Midi";"1 - Lundi";"";CA;"";0
1;0;0;2018-11-05;"2 - Midi";"1 - Lundi";"";Conso Perso;"";0
0;0;0;2018-11-05;"2 - Midi";"1 - Lundi";"";Remise;"";0
0;12.9;11.7272727272727;2018-11-05;"2 - Midi";"1 - Lundi";À emporter;Annulation;;1
0;161.41;146.75;2018-11-05;"2 - Midi";"1 - Lundi";À emporter;CA;;13
0;1.59;1.44545454545455;2018-11-05;"2 - Midi";"1 - Lundi";À emporter;Remise;;1
0;11.9;10.58;2018-11-05;"2 - Midi";"1 - Lundi";Limonade;CA;;2
0;691.00;627.80;2018-11-05;"2 - Midi";"1 - Lundi";Sur place;CA;;35
0;14;12.7272727272727;2018-11-05;"2 - Midi";"1 - Lundi";Sur place;Conso Perso;;1
0;5.80;5.272727272727272;2018-11-05;"2 - Midi";"1 - Lundi";Sur place;Remise;;2
0;82.0;74.54;2018-11-05;"3 - Après-midi";"1 - Lundi";À emporter;CA;;2
0;3;2.5;2018-11-05;"3 - Après-midi";"1 - Lundi";Limonade;CA;;1
0;11.5;8.52;2018-11-05;"3 - Après-midi";"1 - Lundi";Limonade;CA;;5
0;10;9.09090909090909;2018-11-05;"3 - Après-midi";"1 - Lundi";Limonade;Remise;;1
0;34;30.91;2018-11-05;"3 - Après-midi";"1 - Lundi";Livraison;CA;Deliveroo;1
0;131.3;119.34;2018-11-05;"3 - Après-midi";"1 - Lundi";Livraison;CA;UberEats;1
0;70.5;64.10;2018-11-05;"3 - Après-midi";"1 - Lundi";Sur place;CA;;4
-9;0;0;2018-11-05;"4 - Soir";"1 - Lundi";"";CA;"";0
9;0;0;2018-11-05;"4 - Soir";"1 - Lundi";"";Conso Perso;"";0
0;0;0;2018-11-05;"4 - Soir";"1 - Lundi";"";Remise;"";0
0;148.51;134.16;2018-11-05;"4 - Soir";"1 - Lundi";À emporter;CA;;8
0;8.5;7.72727272727273;2018-11-05;"4 - Soir";"1 - Lundi";À emporter;Offert;;1
0;9.49;8.62727272727273;2018-11-05;"4 - Soir";"1 - Lundi";À emporter;Remise;;2
0;10.8;9.36;2018-11-05;"4 - Soir";"1 - Lundi";Limonade;CA;;2
0;134.2;121.97;2018-11-05;"4 - Soir";"1 - Lundi";Livraison;CA;Deliveroo;2
0;56.63;51.09;2018-11-05;"4 - Soir";"1 - Lundi";Livraison;CA;KM;2
0;444.7;404.18;2018-11-05;"4 - Soir";"1 - Lundi";Livraison;CA;UberEats;3
0;1.67;0;2018-11-05;"4 - Soir";"1 - Lundi";Livraison;Cagnotte fidélité;KM;1
0;191.3;173.12;2018-11-05;"4 - Soir";"1 - Lundi";Sur place;CA;;9
0;76.5;69.5454545454545;2018-11-05;"4 - Soir";"1 - Lundi";Sur place;Conso Perso;;1
0;3;2.72727272727273;2018-11-05;"4 - Soir";"1 - Lundi";Sur place;Remise;;1
173;0;0;2018-11-06;"";"2 - Mardi";"";CA;"";0
0;0;0;2018-11-06;"";"2 - Mardi";"";Remise;"";0
0;178.82;162.47;2018-11-06;"2 - Midi";"2 - Mardi";À emporter;CA;;11
0;2.58;2.34545454545455;2018-11-06;"2 - Midi";"2 - Mardi";À emporter;Remise;;1
0;4.8;4.35;2018-11-06;"2 - Midi";"2 - Mardi";Limonade;CA;;3
0;48.2;43.81;2018-11-06;"2 - Midi";"2 - Mardi";Livraison;CA;UberEats;1
0;583.8;530.37;2018-11-06;"2 - Midi";"2 - Mardi";Sur place;CA;;37
0;34.3;31.19;2018-11-06;"3 - Après-midi";"2 - Mardi";À emporter;CA;;2
0;3.2;2.91;2018-11-06;"3 - Après-midi";"2 - Mardi";Limonade;CA;;1
0;253.3;230.21;2018-11-06;"3 - Après-midi";"2 - Mardi";Livraison;CA;Deliveroo;1
0;31.8;28.9;2018-11-06;"3 - Après-midi";"2 - Mardi";Livraison;CA;UberEats;1
0;28.3;25.73;2018-11-06;"3 - Après-midi";"2 - Mardi";Sur place;CA;;1
0;97.4;88.54;2018-11-06;"3 - Après-midi";"2 - Mardi";Sur place;CA;;6
-9;0;0;2018-11-06;"4 - Soir";"2 - Mardi";"";CA;"";0
9;0;0;2018-11-06;"4 - Soir";"2 - Mardi";"";Conso Perso;"";0
0;0;0;2018-11-06;"4 - Soir";"2 - Mardi";"";Remise;"";0
0;32;29.08;2018-11-06;"4 - Soir";"2 - Mardi";À emporter;CA;Deliveroo;1
0;171.1;154.78;2018-11-06;"4 - Soir";"2 - Mardi";À emporter;CA;;8
0;15.3;13.17;2018-11-06;"4 - Soir";"2 - Mardi";Limonade;CA;;2
0;337.4;306.68;2018-11-06;"4 - Soir";"2 - Mardi";Livraison;CA;Deliveroo;4
0;95.4;86.14;2018-11-06;"4 - Soir";"2 - Mardi";Livraison;CA;KM;3
0;367.1;333.63;2018-11-06;"4 - Soir";"2 - Mardi";Livraison;CA;UberEats;4
0;3;2.72727272727273;2018-11-06;"4 - Soir";"2 - Mardi";Sur place;Annulation;;1
0;14;12.72;2018-11-06;"4 - Soir";"2 - Mardi";Sur place;CA;;1
0;197.6;179.47;2018-11-06;"4 - Soir";"2 - Mardi";Sur place;CA;;13
0;76.5;69.5454545454545;2018-11-06;"4 - Soir";"2 - Mardi";Sur place;Conso Perso;;1
154;0;0;2018-11-07;"";"3 - Mercredi";"";CA;"";0
0;0;0;2018-11-07;"";"3 - Mercredi";"";Remise;"";0
0;234.5;213.18;2018-11-07;"2 - Midi";"3 - Mercredi";À emporter;CA;;15
0;1.6;1.45;2018-11-07;"2 - Midi";"3 - Mercredi";Limonade;CA;;1
0;769.0;699.03;2018-11-07;"2 - Midi";"3 - Mercredi";Sur place;CA;;47
0;20;18.1818181818182;2018-11-07;"3 - Après-midi";"3 - Mercredi";"";Annulation;"";1
0;36.9;33.56;2018-11-07;"3 - Après-midi";"3 - Mercredi";À emporter;CA;;2
0;4.1;3.72;2018-11-07;"3 - Après-midi";"3 - Mercredi";Limonade;CA;;2
0;104.0;94.15;2018-11-07;"3 - Après-midi";"3 - Mercredi";Sur place;CA;;4
-6;0;0;2018-11-07;"4 - Soir";"3 - Mercredi";"";CA;"";0
6;0;0;2018-11-07;"4 - Soir";"3 - Mercredi";"";Conso Perso;"";0
0;0;0;2018-11-07;"4 - Soir";"3 - Mercredi";"";Remise;"";0
0;177.8;161.6;2018-11-07;"4 - Soir";"3 - Mercredi";À emporter;CA;Deliveroo;1
0;34.9;31.73;2018-11-07;"4 - Soir";"3 - Mercredi";À emporter;CA;UberEats;1
0;114.45;104.05;2018-11-07;"4 - Soir";"3 - Mercredi";À emporter;CA;;5
0;2.25;0;2018-11-07;"4 - Soir";"3 - Mercredi";À emporter;Cagnotte fidélité;;1
0;71.5;65;2018-11-07;"4 - Soir";"3 - Mercredi";À emporter;Conso Perso;;1
0;6.5;5.91;2018-11-07;"4 - Soir";"3 - Mercredi";Limonade;CA;;2
0;117;106.33;2018-11-07;"4 - Soir";"3 - Mercredi";Livraison;CA;Deliveroo;1
0;477.4;433.87;2018-11-07;"4 - Soir";"3 - Mercredi";Livraison;CA;UberEats;2
0;66.1;59.86;2018-11-07;"4 - Soir";"3 - Mercredi";Sur place;CA;;3
176;0;0;2018-11-08;"";"4 - Jeudi";"";CA;"";0
0;0;0;2018-11-08;"";"4 - Jeudi";"";Remise;"";0
0;0.8;0.727272727272728;2018-11-08;"2 - Midi";"4 - Jeudi";"";Annulation;"";2
0;263.5;239.58;2018-11-08;"2 - Midi";"4 - Jeudi";À emporter;CA;;20
0;1;0.909090909090909;2018-11-08;"2 - Midi";"4 - Jeudi";À emporter;Remise;;1
0;86.6;78.7;2018-11-08;"2 - Midi";"4 - Jeudi";Livraison;CA;Deliveroo;1
0;80.3;72.98;2018-11-08;"2 - Midi";"4 - Jeudi";Livraison;CA;UberEats;1
0;26.9;24.4545454545455;2018-11-08;"2 - Midi";"4 - Jeudi";Sur place;Annulation;;2
0;38.7;35.19;2018-11-08;"2 - Midi";"4 - Jeudi";Sur place;CA;;2
0;678.11;616.51;2018-11-08;"2 - Midi";"4 - Jeudi";Sur place;CA;;42
0;1.29;1.17272727272727;2018-11-08;"2 - Midi";"4 - Jeudi";Sur place;Remise;;1
0;8.5;7.72727272727273;2018-11-08;"3 - Après-midi";"4 - Jeudi";À emporter;Annulation;;1
0;132.3;120.19;2018-11-08;"3 - Après-midi";"4 - Jeudi";À emporter;CA;;8
0;8.6;7.82;2018-11-08;"3 - Après-midi";"4 - Jeudi";Limonade;CA;;2
0;31.3;28.26;2018-11-08;"3 - Après-midi";"4 - Jeudi";Livraison;CA;KM;1
0;55.6;50.55;2018-11-08;"3 - Après-midi";"4 - Jeudi";Sur place;CA;;2
0;19.9;18.09090909090909;2018-11-08;"4 - Soir";"4 - Jeudi";"";Annulation;"";2
-14;0;0;2018-11-08;"4 - Soir";"4 - Jeudi";"";CA;"";0
14;0;0;2018-11-08;"4 - Soir";"4 - Jeudi";"";Conso Perso;"";0
0;0;0;2018-11-08;"4 - Soir";"4 - Jeudi";"";Remise;"";0
0;159.6;144.93;2018-11-08;"4 - Soir";"4 - Jeudi";À emporter;CA;;7
0;49;44.5454545454545;2018-11-08;"4 - Soir";"4 - Jeudi";À emporter;Conso Perso;;1
0;5;4.55;2018-11-08;"4 - Soir";"4 - Jeudi";Limonade;CA;;1
0;242.8;220.39;2018-11-08;"4 - Soir";"4 - Jeudi";Livraison;CA;Deliveroo;2
0;66.67;60.02;2018-11-08;"4 - Soir";"4 - Jeudi";Livraison;CA;KM;3
0;224.5;204.03;2018-11-08;"4 - Soir";"4 - Jeudi";Livraison;CA;UberEats;1
0;23.23;0;2018-11-08;"4 - Soir";"4 - Jeudi";Livraison;Cagnotte fidélité;KM;2
0;206.7;187.83;2018-11-08;"4 - Soir";"4 - Jeudi";Sur place;CA;;13
0;85;77.2727272727273;2018-11-08;"4 - Soir";"4 - Jeudi";Sur place;Conso Perso;;1
295;0;0;2018-11-09;"";"5 - Vendredi";"";CA;"";0
0;0;0;2018-11-09;"";"5 - Vendredi";"";Remise;"";0
-2;0;0;2018-11-09;"2 - Midi";"5 - Vendredi";"";CA;"";0
2;0;0;2018-11-09;"2 - Midi";"5 - Vendredi";"";Conso Perso;"";0
0;0;0;2018-11-09;"2 - Midi";"5 - Vendredi";"";Remise;"";0
0;327.9;298.12;2018-11-09;"2 - Midi";"5 - Vendredi";À emporter;CA;;23
0;2.1;1.90909090909091;2018-11-09;"2 - Midi";"5 - Vendredi";À emporter;Remise;;1
0;1.6;1.45;2018-11-09;"2 - Midi";"5 - Vendredi";Limonade;CA;;1
0;59.2;53.8;2018-11-09;"2 - Midi";"5 - Vendredi";Livraison;CA;Deliveroo;1
0;99.9;90.79;2018-11-09;"2 - Midi";"5 - Vendredi";Livraison;CA;UberEats;1
0;12.9;11.73;2018-11-09;"2 - Midi";"5 - Vendredi";Sur place;CA;;1
0;1043.72;948.56;2018-11-09;"2 - Midi";"5 - Vendredi";Sur place;CA;;65
0;28.8;26.1818181818182;2018-11-09;"2 - Midi";"5 - Vendredi";Sur place;Conso Perso;;1
0;3.18;2.89090909090909;2018-11-09;"2 - Midi";"5 - Vendredi";Sur place;Remise;;1
0;51.6;46.92;2018-11-09;"3 - Après-midi";"5 - Vendredi";À emporter;CA;;1
0;15.8;13.40;2018-11-09;"3 - Après-midi";"5 - Vendredi";Limonade;CA;;2
0;25.8;23.46;2018-11-09;"3 - Après-midi";"5 - Vendredi";Sur place;CA;;1
0;28.8;26.1818181818182;2018-11-09;"4 - Soir";"5 - Vendredi";"";Annulation;"";1
-9;0;0;2018-11-09;"4 - Soir";"5 - Vendredi";"";CA;"";0
9;0;0;2018-11-09;"4 - Soir";"5 - Vendredi";"";Conso Perso;"";0
0;0;0;2018-11-09;"4 - Soir";"5 - Vendredi";"";Remise;"";0
