"frequentation";"ca_ttc";"ca_ht";"date_commande";"midi_soir";"jour_semaine";"sur_place";"type_vente";"livraison";"nb_commandes"
0;1;0.909090909090909;2018-10-18;"3 - Après-midi";"4 - Jeudi";Sur place;Offert;;1
0;1;0.909090909090909;2018-10-18;"3 - Après-midi";"4 - Jeudi";Sur place;Remise;;1
-7;0;0;2018-10-18;"4 - Soir";"4 - Jeudi";"";CA;"";0
7;0;0;2018-10-18;"4 - Soir";"4 - Jeudi";"";Conso Perso;"";0
0;0;0;2018-10-18;"4 - Soir";"4 - Jeudi";"";Remise;"";0
0;788.8;717.15;2018-10-18;"4 - Soir";"4 - Jeudi";À emporter;CA;;58
0;2.4;2.18181818181818;2018-10-18;"4 - Soir";"4 - Jeudi";À emporter;Remise;;2
0;344.6;313.18;2018-10-18;"4 - Soir";"4 - Jeudi";Livraison;CA;Deliveroo;3
0;62.21;56.17;2018-10-18;"4 - Soir";"4 - Jeudi";Livraison;CA;KM;2
0;404.2;367.34;2018-10-18;"4 - Soir";"4 - Jeudi";Livraison;CA;UberEats;5
0;10.19;0;2018-10-18;"4 - Soir";"4 - Jeudi";Livraison;Cagnotte fidélité;KM;1
0;263.5;239.17;2018-10-18;"4 - Soir";"4 - Jeudi";Sur place;CA;;15
0;69.5;63.1818181818182;2018-10-18;"4 - Soir";"4 - Jeudi";Sur place;Conso Perso;;1
269;0;0;2018-10-19;"";"5 - Vendredi";"";CA;"";0
25;0;0;2018-10-19;"";"5 - Vendredi";"";Offert;"";0
0;0;0;2018-10-19;"";"5 - Vendredi";"";Remise;"";0
-3;0;0;2018-10-19;"2 - Midi";"5 - Vendredi";"";CA;"";0
3;0;0;2018-10-19;"2 - Midi";"5 - Vendredi";"";Conso Perso;"";0
0;0;0;2018-10-19;"2 - Midi";"5 - Vendredi";"";Remise;"";0
0;479.18;433.64;2018-10-19;"2 - Midi";"5 - Vendredi";À emporter;CA;;36
0;2.75;0;2018-10-19;"2 - Midi";"5 - Vendredi";À emporter;Cagnotte fidélité;;1
0;22.0;20;2018-10-19;"2 - Midi";"5 - Vendredi";À emporter;Offert;;4
0;23.87;21.7;2018-10-19;"2 - Midi";"5 - Vendredi";À emporter;Remise;;5
0;1.6;1.45;2018-10-19;"2 - Midi";"5 - Vendredi";Limonade;CA;;1
0;141.3;128.46;2018-10-19;"2 - Midi";"5 - Vendredi";Livraison;CA;Deliveroo;1
0;84;76.36;2018-10-19;"2 - Midi";"5 - Vendredi";Livraison;CA;UberEats;1
0;798.31;722.00;2018-10-19;"2 - Midi";"5 - Vendredi";Sur place;CA;;52
0;44.3;40.2727272727273;2018-10-19;"2 - Midi";"5 - Vendredi";Sur place;Conso Perso;;2
0;25;22.727272727272710;2018-10-19;"2 - Midi";"5 - Vendredi";Sur place;Offert;;12
0;31.89;28.990909090909071;2018-10-19;"2 - Midi";"5 - Vendredi";Sur place;Remise;;15
0;24.6;21.74;2018-10-19;"3 - Après-midi";"5 - Vendredi";Limonade;CA;;4
0;0.5;0.454545454545454;2018-10-19;"3 - Après-midi";"5 - Vendredi";Limonade;Remise;;2
0;15.9;14.45;2018-10-19;"3 - Après-midi";"5 - Vendredi";Livraison;CA;UberEats;1
0;87.7;79.71;2018-10-19;"3 - Après-midi";"5 - Vendredi";Sur place;CA;;6
0;187.5;170.18;2018-10-19;"4 - Soir";"5 - Vendredi";À emporter;CA;;8
0;11.3;9.82;2018-10-19;"4 - Soir";"5 - Vendredi";Limonade;CA;;2
0;499.8;453.49;2018-10-19;"4 - Soir";"5 - Vendredi";Livraison;CA;Deliveroo;3
0;89.46;80.94;2018-10-19;"4 - Soir";"5 - Vendredi";Livraison;CA;KM;2
0;657.2;597.28;2018-10-19;"4 - Soir";"5 - Vendredi";Livraison;CA;UberEats;3
0;1.44;0;2018-10-19;"4 - Soir";"5 - Vendredi";Livraison;Cagnotte fidélité;KM;1
0;-1;-0.909090909090909;2018-10-19;"4 - Soir";"5 - Vendredi";Livraison;Remise;Deliveroo;1
0;-2.2;-2;2018-10-19;"4 - Soir";"5 - Vendredi";Livraison;Remise;UberEats;1
0;15.9;14.4545454545455;2018-10-19;"4 - Soir";"5 - Vendredi";Sur place;Annulation;;1
0;756.61;677.37;2018-10-19;"4 - Soir";"5 - Vendredi";Sur place;CA;;36
0;107.5;97.727272727272728;2018-10-19;"4 - Soir";"5 - Vendredi";Sur place;Offert;;21
0;109.89;99.899999999999998;2018-10-19;"4 - Soir";"5 - Vendredi";Sur place;Remise;;22
249;0;0;2018-10-20;"";"6 - Samedi";"";CA;"";0
0;0;0;2018-10-20;"";"6 - Samedi";"";Offert;"";0
0;0;0;2018-10-20;"";"6 - Samedi";"";Remise;"";0
0;99.0;89.83;2018-10-20;"2 - Midi";"6 - Samedi";À emporter;CA;;6
0;1;0.909090909090909;2018-10-20;"2 - Midi";"6 - Samedi";À emporter;Offert;;1
0;4.8;4.363636363636359;2018-10-20;"2 - Midi";"6 - Samedi";À emporter;Remise;;2
0;5;4.55;2018-10-20;"2 - Midi";"6 - Samedi";Limonade;CA;;1
0;12.9;11.7272727272727;2018-10-20;"2 - Midi";"6 - Samedi";Sur place;Annulation;;1
0;1118.7;1015.61;2018-10-20;"2 - Midi";"6 - Samedi";Sur place;CA;;52
0;4;3.636363636363636;2018-10-20;"2 - Midi";"6 - Samedi";Sur place;Offert;;4
0;4;3.636363636363636;2018-10-20;"2 - Midi";"6 - Samedi";Sur place;Remise;;4
0;23.9;21.55;2018-10-20;"3 - Après-midi";"6 - Samedi";Sur place;CA;;1
0;1;0.909090909090909;2018-10-20;"3 - Après-midi";"6 - Samedi";Sur place;Offert;;1
0;1;0.909090909090909;2018-10-20;"3 - Après-midi";"6 - Samedi";Sur place;Remise;;1
-5;0;0;2018-10-20;"4 - Soir";"6 - Samedi";"";CA;"";0
5;0;0;2018-10-20;"4 - Soir";"6 - Samedi";"";Conso Perso;"";0
0;0;0;2018-10-20;"4 - Soir";"6 - Samedi";"";Remise;"";0
0;294.0;267.28;2018-10-20;"4 - Soir";"6 - Samedi";À emporter;CA;;14
0;2.6;0;2018-10-20;"4 - Soir";"6 - Samedi";À emporter;Cagnotte fidélité;;1
0;18.7;17.00;2018-10-20;"4 - Soir";"6 - Samedi";Limonade;CA;;4
0;687.5;623.04;2018-10-20;"4 - Soir";"6 - Samedi";Livraison;CA;Deliveroo;3
0;155.14;140.45;2018-10-20;"4 - Soir";"6 - Samedi";Livraison;CA;KM;3
0;919.0;835.23;2018-10-20;"4 - Soir";"6 - Samedi";Livraison;CA;UberEats;4
0;1.56;0;2018-10-20;"4 - Soir";"6 - Samedi";Livraison;Cagnotte fidélité;KM;1
0;-2.2;-2.000000000000000;2018-10-20;"4 - Soir";"6 - Samedi";Livraison;Remise;Deliveroo;3
0;271.3;246.25;2018-10-20;"4 - Soir";"6 - Samedi";Sur place;CA;;12
0;47.5;43.1818181818182;2018-10-20;"4 - Soir";"6 - Samedi";Sur place;Conso Perso;;1
0;1;0.909090909090909;2018-10-20;"4 - Soir";"6 - Samedi";Sur place;Offert;;1
0;1;0.909090909090909;2018-10-20;"4 - Soir";"6 - Samedi";Sur place;Remise;;1
135;0;0;2018-10-21;"";"7 - Dimanche";"";CA;"";0
3;0;0;2018-10-21;"";"7 - Dimanche";"";Offert;"";0
0;0;0;2018-10-21;"";"7 - Dimanche";"";Remise;"";0
0;9.5;8.64;2018-10-21;"3 - Après-midi";"7 - Dimanche";Limonade;CA;;1
0;381.7;347;2018-10-21;"4 - Soir";"7 - Dimanche";"";Annulation;"";1
-5;0;0;2018-10-21;"4 - Soir";"7 - Dimanche";"";CA;"";0
5;0;0;2018-10-21;"4 - Soir";"7 - Dimanche";"";Conso Perso;"";0
0;0;0;2018-10-21;"4 - Soir";"7 - Dimanche";"";Remise;"";0
0;14.51;13.19;2018-10-21;"4 - Soir";"7 - Dimanche";À emporter;CA;KM;1
0;367.7;332.83;2018-10-21;"4 - Soir";"7 - Dimanche";À emporter;CA;;15
0;1.39;0;2018-10-21;"4 - Soir";"7 - Dimanche";À emporter;Cagnotte fidélité;KM;1
0;6.5;5.909090909090909;2018-10-21;"4 - Soir";"7 - Dimanche";À emporter;Offert;;2
0;6.5;5.909090909090909;2018-10-21;"4 - Soir";"7 - Dimanche";À emporter;Remise;;2
0;20.5;18.26;2018-10-21;"4 - Soir";"7 - Dimanche";Limonade;CA;;2
0;422.1;383.66;2018-10-21;"4 - Soir";"7 - Dimanche";Livraison;CA;Deliveroo;2
0;125.87;113.65;2018-10-21;"4 - Soir";"7 - Dimanche";Livraison;CA;KM;4
0;565.1;513.61;2018-10-21;"4 - Soir";"7 - Dimanche";Livraison;CA;UberEats;2
0;0.93;0;2018-10-21;"4 - Soir";"7 - Dimanche";Livraison;Cagnotte fidélité;KM;1
0;4.5;4.09090909090909;2018-10-21;"4 - Soir";"7 - Dimanche";Livraison;Remise;UberEats;1
0;403.8;365.81;2018-10-21;"4 - Soir";"7 - Dimanche";Sur place;CA;;15
0;44.5;40.4545454545455;2018-10-21;"4 - Soir";"7 - Dimanche";Sur place;Conso Perso;;1
0;11.0;10;2018-10-21;"4 - Soir";"7 - Dimanche";Sur place;Offert;;2
0;11.0;10;2018-10-21;"4 - Soir";"7 - Dimanche";Sur place;Remise;;2
142;0;0;2018-10-22;"";"1 - Lundi";"";CA;"";0
1;0;0;2018-10-22;"";"1 - Lundi";"";Offert;"";0
0;0;0;2018-10-22;"";"1 - Lundi";"";Remise;"";0
0;1.6;1.45;2018-10-22;"1 - Matin";"1 - Lundi";Limonade;CA;;1
-10;0;0;2018-10-22;"2 - Midi";"1 - Lundi";"";CA;"";0
10;0;0;2018-10-22;"2 - Midi";"1 - Lundi";"";Conso Perso;"";0
0;0;0;2018-10-22;"2 - Midi";"1 - Lundi";"";Remise;"";0
0;233.5;212.26;2018-10-22;"2 - Midi";"1 - Lundi";À emporter;CA;;12
0;26.0;23.63;2018-10-22;"2 - Midi";"1 - Lundi";Limonade;CA;;5
0;17.5;15.9;2018-10-22;"2 - Midi";"1 - Lundi";Livraison;CA;Deliveroo;1
0;85.5;77.69;2018-10-22;"2 - Midi";"1 - Lundi";Livraison;CA;UberEats;1
0;12.9;11.7272727272727;2018-10-22;"2 - Midi";"1 - Lundi";Sur place;Annulation;;1
0;626.8;569.73;2018-10-22;"2 - Midi";"1 - Lundi";Sur place;CA;;30
0;85;77.2727272727273;2018-10-22;"2 - Midi";"1 - Lundi";Sur place;Conso Perso;;1
0;12.9;11.73;2018-10-22;"3 - Après-midi";"1 - Lundi";À emporter;CA;;1
0;17.4;14.62;2018-10-22;"3 - Après-midi";"1 - Lundi";Limonade;CA;;3
0;54.6;49.14;2018-10-22;"3 - Après-midi";"1 - Lundi";Sur place;CA;;2
0;5.5;5;2018-10-22;"3 - Après-midi";"1 - Lundi";Sur place;Offert;;1
0;5.5;5;2018-10-22;"3 - Après-midi";"1 - Lundi";Sur place;Remise;;1
-10;0;0;2018-10-22;"4 - Soir";"1 - Lundi";"";CA;"";0
10;0;0;2018-10-22;"4 - Soir";"1 - Lundi";"";Conso Perso;"";0
0;0;0;2018-10-22;"4 - Soir";"1 - Lundi";"";Remise;"";0
0;27.88;25.34;2018-10-22;"4 - Soir";"1 - Lundi";À emporter;CA;KM;1
0;130.1;118.29;2018-10-22;"4 - Soir";"1 - Lundi";À emporter;CA;;6
0;1.42;0;2018-10-22;"4 - Soir";"1 - Lundi";À emporter;Cagnotte fidélité;KM;1
0;26.6;23.57;2018-10-22;"4 - Soir";"1 - Lundi";Limonade;CA;;6
0;0.5;0.454545454545455;2018-10-22;"4 - Soir";"1 - Lundi";Limonade;Remise;;1
0;296.6;269.58;2018-10-22;"4 - Soir";"1 - Lundi";Livraison;CA;Deliveroo;2
0;31.5;28.44;2018-10-22;"4 - Soir";"1 - Lundi";Livraison;CA;KM;1
0;225.3;203.21;2018-10-22;"4 - Soir";"1 - Lundi";Sur place;CA;;14
0;90.0;81.8181818181818;2018-10-22;"4 - Soir";"1 - Lundi";Sur place;Conso Perso;;1
174;0;0;2018-10-23;"";"2 - Mardi";"";CA;"";0
0;0;0;2018-10-23;"";"2 - Mardi";"";Remise;"";0
-2;0;0;2018-10-23;"2 - Midi";"2 - Mardi";"";CA;"";0
2;0;0;2018-10-23;"2 - Midi";"2 - Mardi";"";Conso Perso;"";0
0;0;0;2018-10-23;"2 - Midi";"2 - Mardi";"";Remise;"";0
0;54.6;49.64;2018-10-23;"2 - Midi";"2 - Mardi";À emporter;CA;;4
0;202.9;184.47;2018-10-23;"2 - Midi";"2 - Mardi";À emporter;CA;;11
0;1.6;1.45;2018-10-23;"2 - Midi";"2 - Mardi";Limonade;CA;;1
0;18.4;16.28;2018-10-23;"2 - Midi";"2 - Mardi";Limonade;CA;;2
0;112.6;102.33;2018-10-23;"2 - Midi";"2 - Mardi";Livraison;CA;Deliveroo;1
0;76.5;69.53;2018-10-23;"2 - Midi";"2 - Mardi";Livraison;CA;UberEats;1
0;202.2;183.67;2018-10-23;"2 - Midi";"2 - Mardi";Sur place;CA;;10
0;603.9;548.29;2018-10-23;"2 - Midi";"2 - Mardi";Sur place;CA;;26
0;24.4;22.1818181818182;2018-10-23;"2 - Midi";"2 - Mardi";Sur place;Conso Perso;;1
0;63.5;57.72;2018-10-23;"3 - Après-midi";"2 - Mardi";À emporter;CA;;1
0;15.6;13.79;2018-10-23;"3 - Après-midi";"2 - Mardi";Limonade;CA;;4
0;234.4;213.090909090909;2018-10-23;"4 - Soir";"2 - Mardi";"";Annulation;"";1
0;247.4;224.86;2018-10-23;"4 - Soir";"2 - Mardi";À emporter;CA;UberEats;1
0;90.29;81.64;2018-10-23;"4 - Soir";"2 - Mardi";À emporter;CA;;5
0;-1.1;-1;2018-10-23;"4 - Soir";"2 - Mardi";À emporter;Remise;UberEats;1
0;2.71;2.46363636363636;2018-10-23;"4 - Soir";"2 - Mardi";À emporter;Remise;;1
0;17.5;15.69;2018-10-23;"4 - Soir";"2 - Mardi";Limonade;CA;;2
0;389.0;353.48;2018-10-23;"4 - Soir";"2 - Mardi";Livraison;CA;Deliveroo;2
0;187.01;169.02;2018-10-23;"4 - Soir";"2 - Mardi";Livraison;CA;KM;5
0;51.8;47.08;2018-10-23;"4 - Soir";"2 - Mardi";Livraison;CA;UberEats;1
0;13.99;0;2018-10-23;"4 - Soir";"2 - Mardi";Livraison;Cagnotte fidélité;KM;2
0;0.3;0.272727272727273;2018-10-23;"4 - Soir";"2 - Mardi";Livraison;Remise;Deliveroo;1
0;203.5;184.02;2018-10-23;"4 - Soir";"2 - Mardi";Sur place;CA;;8
221;0;0;2018-10-24;"";"3 - Mercredi";"";CA;"";0
1;0;0;2018-10-24;"";"3 - Mercredi";"";Offert;"";0
0;0;0;2018-10-24;"";"3 - Mercredi";"";Remise;"";0
0;298.94;271.26;2018-10-24;"2 - Midi";"3 - Mercredi";À emporter;CA;;20
0;2.06;0;2018-10-24;"2 - Midi";"3 - Mercredi";À emporter;Cagnotte fidélité;;1
0;5.5;5;2018-10-24;"2 - Midi";"3 - Mercredi";À emporter;Offert;;1
0;5.5;5;2018-10-24;"2 - Midi";"3 - Mercredi";À emporter;Remise;;1
0;13.5;12.26;2018-10-24;"2 - Midi";"3 - Mercredi";Limonade;CA;;5
0;44.9;40.81;2018-10-24;"2 - Midi";"3 - Mercredi";Livraison;CA;Deliveroo;1
0;120.4;109.44;2018-10-24;"2 - Midi";"3 - Mercredi";Livraison;CA;UberEats;1
0;0;0;2018-10-24;"2 - Midi";"3 - Mercredi";Sur place;Annulation;;1
0;798.81;725.59;2018-10-24;"2 - Midi";"3 - Mercredi";Sur place;CA;;44
0;1.29;1.17272727272727;2018-10-24;"2 - Midi";"3 - Mercredi";Sur place;Remise;;1
0;21.4;19.46;2018-10-24;"3 - Après-midi";"3 - Mercredi";À emporter;CA;;2
0;6.5;5.53;2018-10-24;"3 - Après-midi";"3 - Mercredi";Limonade;CA;;2
0;12.9;11.73;2018-10-24;"3 - Après-midi";"3 - Mercredi";Sur place;CA;;1
-18;0;0;2018-10-24;"4 - Soir";"3 - Mercredi";"";CA;"";0
18;0;0;2018-10-24;"4 - Soir";"3 - Mercredi";"";Conso Perso;"";0
0;0;0;2018-10-24;"4 - Soir";"3 - Mercredi";"";Remise;"";0
0;15.9;14.4545454545455;2018-10-24;"4 - Soir";"3 - Mercredi";À emporter;Annulation;;1
0;176.05;160.07;2018-10-24;"4 - Soir";"3 - Mercredi";À emporter;CA;;12
0;207;188.181818181818;2018-10-24;"4 - Soir";"3 - Mercredi";À emporter;Conso Perso;;1
0;5.65;5.13636363636364;2018-10-24;"4 - Soir";"3 - Mercredi";À emporter;Remise;;1
0;5.6;5.09;2018-10-24;"4 - Soir";"3 - Mercredi";Limonade;CA;;1
0;567.9;515.80;2018-10-24;"4 - Soir";"3 - Mercredi";Livraison;CA;Deliveroo;2
0;496.7;451.35;2018-10-24;"4 - Soir";"3 - Mercredi";Livraison;CA;UberEats;3
0;508.46;461.45;2018-10-24;"4 - Soir";"3 - Mercredi";Sur place;CA;;21
0;0.04;0.0363636363636364;2018-10-24;"4 - Soir";"3 - Mercredi";Sur place;Remise;;1
210;0;0;2018-10-25;"";"4 - Jeudi";"";CA;"";0
0;0;0;2018-10-25;"";"4 - Jeudi";"";Remise;"";0
0;329.13;299.22;2018-10-25;"2 - Midi";"4 - Jeudi";À emporter;CA;;21
0;4.77;4.33636363636364;2018-10-25;"2 - Midi";"4 - Jeudi";À emporter;Remise;;2
0;-58.39;-58.75;2018-10-25;"2 - Midi";"4 - Jeudi";Limonade;CA;;2
0;62.39;56.7181818181818;2018-10-25;"2 - Midi";"4 - Jeudi";Limonade;Remise;;1
0;14.5;13.18;2018-10-25;"2 - Midi";"4 - Jeudi";Livraison;CA;Deliveroo;1
0;56.2;51.09;2018-10-25;"2 - Midi";"4 - Jeudi";Livraison;CA;UberEats;1
0;913.66;830.65;2018-10-25;"2 - Midi";"4 - Jeudi";Sur place;CA;;48
0;1.94;1.76363636363636;2018-10-25;"2 - Midi";"4 - Jeudi";Sur place;Remise;;1
0;76.5;69.29;2018-10-25;"3 - Après-midi";"4 - Jeudi";À emporter;CA;;5
0;8.1;7.37;2018-10-25;"3 - Après-midi";"4 - Jeudi";Limonade;CA;;3
0;51.6;46.92;2018-10-25;"3 - Après-midi";"4 - Jeudi";Sur place;CA;;2
-8;0;0;2018-10-25;"4 - Soir";"4 - Jeudi";"";CA;"";0
8;0;0;2018-10-25;"4 - Soir";"4 - Jeudi";"";Conso Perso;"";0
0;0;0;2018-10-25;"4 - Soir";"4 - Jeudi";"";Remise;"";0
0;162.3;147.52;2018-10-25;"4 - Soir";"4 - Jeudi";À emporter;CA;;8
0;68;61.8181818181818;2018-10-25;"4 - Soir";"4 - Jeudi";À emporter;Conso Perso;;1
0;8.89;8.07;2018-10-25;"4 - Soir";"4 - Jeudi";Limonade;CA;;3
0;0.21;0.190909090909091;2018-10-25;"4 - Soir";"4 - Jeudi";Limonade;Remise;;1
0;523.9;475.96;2018-10-25;"4 - Soir";"4 - Jeudi";Livraison;CA;Deliveroo;3
0;96.89;87.49;2018-10-25;"4 - Soir";"4 - Jeudi";Livraison;CA;KM;3
0;349.7;317.84;2018-10-25;"4 - Soir";"4 - Jeudi";Livraison;CA;UberEats;4
0;1.11;0;2018-10-25;"4 - Soir";"4 - Jeudi";Livraison;Cagnotte fidélité;KM;1
0;0.3;0.272727272727273;2018-10-25;"4 - Soir";"4 - Jeudi";Livraison;Remise;Deliveroo;1
0;273.42;248.22;2018-10-25;"4 - Soir";"4 - Jeudi";Sur place;CA;;11
0;3.38;3.07272727272727;2018-10-25;"4 - Soir";"4 - Jeudi";Sur place;Remise;;1
253;0;0;2018-10-26;"";"5 - Vendredi";"";CA;"";0
0;0;0;2018-10-26;"";"5 - Vendredi";"";Remise;"";0
0;353.81;321.67;2018-10-26;"2 - Midi";"5 - Vendredi";À emporter;CA;;19
0;15.9;0;2018-10-26;"2 - Midi";"5 - Vendredi";À emporter;Cagnotte fidélité;;1
0;1.59;1.44545454545455;2018-10-26;"2 - Midi";"5 - Vendredi";À emporter;Remise;;1
0;21.7;19.72;2018-10-26;"2 - Midi";"5 - Vendredi";Limonade;CA;;6
0;1053.4;956.54;2018-10-26;"2 - Midi";"5 - Vendredi";Sur place;CA;;57
0;69.0;62.47;2018-10-26;"3 - Après-midi";"5 - Vendredi";À emporter;CA;;4
0;34.67;31.32;2018-10-26;"3 - Après-midi";"5 - Vendredi";Livraison;CA;KM;1
0;5.23;0;2018-10-26;"3 - Après-midi";"5 - Vendredi";Livraison;Cagnotte fidélité;KM;1
0;8.5;7.73;2018-10-26;"3 - Après-midi";"5 - Vendredi";Sur place;CA;;1
0;64.5;58.64;2018-10-26;"3 - Après-midi";"5 - Vendredi";Sur place;CA;;3
0;44.9;40.81818181818191;2018-10-26;"4 - Soir";"5 - Vendredi";"";Annulation;"";3
0;28.8;26.18;2018-10-26;"4 - Soir";"5 - Vendredi";À emporter;CA;KM;1
0;199.84;181.67;2018-10-26;"4 - Soir";"5 - Vendredi";À emporter;CA;;8
0;5.16;4.69090909090909;2018-10-26;"4 - Soir";"5 - Vendredi";À emporter;Remise;;1
0;8;7.28;2018-10-26;"4 - Soir";"5 - Vendredi";Limonade;CA;;2
0;630.7;573.04;2018-10-26;"4 - Soir";"5 - Vendredi";Livraison;CA;Deliveroo;2
0;181.83;164.13;2018-10-26;"4 - Soir";"5 - Vendredi";Livraison;CA;KM;6
0;602.8;547.55;2018-10-26;"4 - Soir";"5 - Vendredi";Livraison;CA;UberEats;3
0;5.37;0;2018-10-26;"4 - Soir";"5 - Vendredi";Livraison;Cagnotte fidélité;KM;1
0;30.88;27.91;2018-10-26;"4 - Soir";"5 - Vendredi";Sur place;CA;;1
0;251.5;228.43;2018-10-26;"4 - Soir";"5 - Vendredi";Sur place;CA;;12
0;-0.08;-0.0727272727272727;2018-10-26;"4 - Soir";"5 - Vendredi";Sur place;Remise;;1
197;0;0;2018-10-27;"";"6 - Samedi";"";CA;"";0
0;0;0;2018-10-27;"";"6 - Samedi";"";Offert;"";0
0;0;0;2018-10-27;"";"6 - Samedi";"";Remise;"";0
0;28.8;26.18;2018-10-27;"2 - Midi";"6 - Samedi";À emporter;CA;;2
0;127.3;115.73;2018-10-27;"2 - Midi";"6 - Samedi";À emporter;CA;;8
0;14.4;13.09;2018-10-27;"2 - Midi";"6 - Samedi";Limonade;CA;;1
0;7.2;6.55;2018-10-27;"2 - Midi";"6 - Samedi";Limonade;CA;;2
0;240.8;218.81;2018-10-27;"2 - Midi";"6 - Samedi";Sur place;CA;;10
0;465.2;422.71;2018-10-27;"2 - Midi";"6 - Samedi";Sur place;CA;;19
0;2.5;2.27272727272727;2018-10-27;"2 - Midi";"6 - Samedi";Sur place;Offert;;1
0;2.5;2.27272727272727;2018-10-27;"2 - Midi";"6 - Samedi";Sur place;Remise;;1
0;42.8;38.69;2018-10-27;"3 - Après-midi";"6 - Samedi";À emporter;CA;;3
0;4.8;4.36;2018-10-27;"3 - Après-midi";"6 - Samedi";Limonade;CA;;2
0;129.2;117.34;2018-10-27;"3 - Après-midi";"6 - Samedi";Livraison;CA;Deliveroo;1
0;221.7;201.5;2018-10-27;"3 - Après-midi";"6 - Samedi";Livraison;CA;UberEats;1
0;108.2;98.19;2018-10-27;"3 - Après-midi";"6 - Samedi";Sur place;CA;;6
-6;0;0;2018-10-27;"4 - Soir";"6 - Samedi";"";CA;"";0
6;0;0;2018-10-27;"4 - Soir";"6 - Samedi";"";Conso Perso;"";0
0;0;0;2018-10-27;"4 - Soir";"6 - Samedi";"";Remise;"";0
0;15.9;14.45;2018-10-27;"4 - Soir";"6 - Samedi";À emporter;CA;KM;1
0;190.2;172.73;2018-10-27;"4 - Soir";"6 - Samedi";À emporter;CA;;12
0;-35.04;-35.27;2018-10-27;"4 - Soir";"6 - Samedi";Limonade;CA;;3
0;37.54;34.1272727272727;2018-10-27;"4 - Soir";"6 - Samedi";Limonade;Remise;;2
0;570.6;517.46;2018-10-27;"4 - Soir";"6 - Samedi";Livraison;CA;Deliveroo;2
0;62.6;56.53;2018-10-27;"4 - Soir";"6 - Samedi";Livraison;CA;KM;2
0;293.1;266.39;2018-10-27;"4 - Soir";"6 - Samedi";Livraison;CA;UberEats;2
0;-1.2;-1.090909090909091;2018-10-27;"4 - Soir";"6 - Samedi";Livraison;Remise;Deliveroo;2
0;276.8;250.68;2018-10-27;"4 - Soir";"6 - Samedi";Sur place;CA;;12
0;56;50.9090909090909;2018-10-27;"4 - Soir";"6 - Samedi";Sur place;Conso Perso;;1
162;0;0;2018-10-28;"";"7 - Dimanche";"";CA;"";0
0;0;0;2018-10-28;"";"7 - Dimanche";"";Remise;"";0
0;99.6;90.55;2018-10-28;"2 - Midi";"7 - Dimanche";À emporter;CA;;5
0;8.3;7.54;2018-10-28;"2 - Midi";"7 - Dimanche";Limonade;CA;;2
0;184.8;167.85;2018-10-28;"2 - Midi";"7 - Dimanche";Sur place;CA;;7
0;9.2;8.36;2018-10-28;"3 - Après-midi";"7 - Dimanche";Limonade;CA;;3
0;99.4;90.34;2018-10-28;"3 - Après-midi";"7 - Dimanche";Livraison;CA;Deliveroo;1
0;503.7;457.81;2018-10-28;"3 - Après-midi";"7 - Dimanche";Livraison;CA;UberEats;2
0;78.36;71.23;2018-10-28;"3 - Après-midi";"7 - Dimanche";Sur place;CA;;6
0;9.54;8.67272727272727;2018-10-28;"3 - Après-midi";"7 - Dimanche";Sur place;Remise;;3
-6;0;0;2018-10-28;"4 - Soir";"7 - Dimanche";"";CA;"";0
6;0;0;2018-10-28;"4 - Soir";"7 - Dimanche";"";Conso Perso;"";0
0;0;0;2018-10-28;"4 - Soir";"7 - Dimanche";"";Remise;"";0
0;31.8;28.9;2018-10-28;"4 - Soir";"7 - Dimanche";À emporter;CA;KM;1
0;156.1;140.70;2018-10-28;"4 - Soir";"7 - Dimanche";À emporter;CA;;7
0;16.5;15.00;2018-10-28;"4 - Soir";"7 - Dimanche";Limonade;CA;;3
0;436.6;396.81;2018-10-28;"4 - Soir";"7 - Dimanche";Livraison;CA;Deliveroo;3
0;82.98;74.86;2018-10-28;"4 - Soir";"7 - Dimanche";Livraison;CA;KM;3
0;481.9;438.02;2018-10-28;"4 - Soir";"7 - Dimanche";Livraison;CA;UberEats;2
0;19.42;0;2018-10-28;"4 - Soir";"7 - Dimanche";Livraison;Cagnotte fidélité;KM;2
0;0.6;0.545454545454545;2018-10-28;"4 - Soir";"7 - Dimanche";Livraison;Remise;Deliveroo;1
0;180.4;163.91;2018-10-28;"4 - Soir";"7 - Dimanche";Sur place;CA;;11
0;69;62.7272727272727;2018-10-28;"4 - Soir";"7 - Dimanche";Sur place;Conso Perso;;1
152;0;0;2018-10-29;"";"1 - Lundi";"";CA;"";0
2;0;0;2018-10-29;"";"1 - Lundi";"";Offert;"";0
0;0;0;2018-10-29;"";"1 - Lundi";"";Remise;"";0
0;191.56;173.67;2018-10-29;"2 - Midi";"1 - Lundi";À emporter;CA;;14
0;5.5;5;2018-10-29;"2 - Midi";"1 - Lundi";À emporter;Offert;;1
0;6.14;5.581818181818182;2018-10-29;"2 - Midi";"1 - Lundi";À emporter;Remise;;2
0;10.4;9.44;2018-10-29;"2 - Midi";"1 - Lundi";Limonade;CA;;3
0;15.9;14.45;2018-10-29;"2 - Midi";"1 - Lundi";Sur place;CA;;1
0;769.1;698.19;2018-10-29;"2 - Midi";"1 - Lundi";Sur place;CA;;44
0;5.5;5;2018-10-29;"2 - Midi";"1 - Lundi";Sur place;Offert;;1
0;10.6;9.63636363636364;2018-10-29;"2 - Midi";"1 - Lundi";Sur place;Remise;;2
